dep,insee,nb_inscrits,nb_votants,nb_exprimes,nbvoix_1,nbvoix_2,participation,voix_1,voix_2,com
95,95002,739,634,620,110,151,85.79,17.74,24.35,Ableiges
95,95008,571,477,464,96,129,83.54,20.69,27.80,Aincourt
95,95011,285,241,232,40,68,84.56,17.24,29.31,Ambleville
95,95012,160,130,127,14,50,81.25,11.02,39.37,Amenucourt
95,95014,1534,1324,1293,361,210,86.31,27.92,16.24,Andilly
95,95018,53783,39498,38474,9275,5658,73.44,24.11,14.71,Argenteuil
95,95019,7736,5879,5749,1202,1193,76,20.91,20.75,Arnouville
95,95023,502,432,419,99,103,86.06,23.63,24.58,Arronville
95,95024,226,176,172,32,44,77.88,18.60,25.58,Arthies
95,95026,1958,1640,1610,327,426,83.76,20.31,26.46,Asnières-sur-Oise
95,95028,1274,1017,1001,251,275,79.83,25.07,27.47,Attainville
95,95039,5392,4434,4353,1191,780,82.23,27.36,17.92,Auvers-sur-Oise
95,95040,618,545,535,141,127,88.19,26.36,23.74,Avernes
95,95042,1509,1277,1247,294,296,84.63,23.58,23.74,Baillet-en-France
95,95046,94,83,82,17,23,88.3,20.73,28.05,Banthelu
95,95051,6148,5103,4980,1291,896,83,25.92,17.99,Beauchamp
95,95052,5411,4254,4125,851,1000,78.62,20.63,24.24,Beaumont-sur-Oise
95,95054,159,142,137,36,44,89.31,26.28,32.12,Le Bellay-en-Vexin
95,95055,300,249,244,38,55,83,15.57,22.54,Bellefontaine
95,95056,1289,1065,1039,198,280,82.62,19.06,26.95,Belloy-en-France
95,95058,1549,1312,1262,243,348,84.7,19.26,27.58,Bernes-sur-Oise
95,95059,265,226,219,63,42,85.28,28.77,19.18,Berville
95,95060,4860,3855,3755,963,739,79.32,25.65,19.68,Bessancourt
95,95061,327,286,282,62,70,87.46,21.99,24.82,Béthemont-la-Forêt
95,95063,14730,11061,10788,2535,1776,75.09,23.50,16.46,Bezons
95,95074,583,512,502,141,68,87.82,28.09,13.55,Boisemont
95,95078,1251,1075,1043,257,198,85.93,24.64,18.98,Boissy-l'Aillerie
95,95088,492,380,371,79,99,77.24,21.29,26.68,Bonneuil-en-France
95,95091,4081,3341,3251,851,535,81.87,26.18,16.46,Bouffémont
95,95094,200,163,155,19,50,81.5,12.26,32.26,Bouqueval
95,95101,626,516,501,95,189,82.43,18.96,37.72,Bray-et-Lû
95,95102,305,272,269,64,68,89.18,23.79,25.28,Bréançon
95,95110,167,147,146,31,34,88.02,21.23,23.29,Brignancourt
95,95116,2654,2030,1882,399,541,76.49,21.20,28.75,Bruyères-sur-Oise
95,95119,226,178,175,41,68,78.76,23.43,38.86,Buhy
95,95120,1618,1344,1318,345,303,83.07,26.18,22.99,Butry-sur-Oise
95,95127,31731,23562,23011,6479,2554,74.26,28.16,11.10,Cergy
95,95134,3660,2878,2809,678,714,78.63,24.14,25.42,Champagne-sur-Oise
95,95139,236,203,198,46,65,86.02,23.23,32.83,La Chapelle-en-Vexin
95,95141,16,15,15,8,2,93.75,53.33,13.33,Charmont
95,95142,1310,1123,1093,228,333,85.73,20.86,30.47,Chars
95,95144,55,48,48,16,7,87.27,33.33,14.58,Châtenay-en-France
95,95149,2696,2163,2111,480,582,80.23,22.74,27.57,Chaumontel
95,95150,455,389,377,63,99,85.49,16.71,26.26,Chaussy
95,95151,223,178,170,44,47,79.82,25.88,27.65,Chauvry
95,95154,202,175,171,29,48,86.63,16.96,28.07,Chennevières-lès-Louvres
95,95157,155,141,141,30,19,90.97,21.28,13.48,Chérence
95,95166,341,296,291,79,60,86.8,27.15,20.62,Cléry-en-Vexin
95,95169,352,315,308,56,69,89.49,18.18,22.40,Commeny
95,95170,377,332,323,70,78,88.06,21.67,24.15,Condécourt
95,95176,15794,12763,12509,3616,1984,80.81,28.91,15.86,Cormeilles-en-Parisis
95,95177,829,696,682,127,191,83.96,18.62,28.01,Cormeilles-en-Vexin
95,95181,220,190,187,53,30,86.36,28.34,16.04,Courcelles-sur-Viosne
95,95183,4307,3558,3484,1125,515,82.61,32.29,14.78,Courdimanche
95,95197,14872,11254,11055,3140,1428,75.67,28.40,12.92,Deuil-la-Barre
95,95199,10010,7946,7759,1872,1433,79.38,24.13,18.47,Domont
95,95203,16244,12988,12668,3759,1687,79.96,29.67,13.32,Eaubonne
95,95205,5007,3869,2744,674,490,77.27,24.56,17.86,Ecouen
95,95210,8267,6474,6381,1850,517,78.31,28.99,8.10,Enghien-les-Bains
95,95211,1574,1351,1315,329,249,85.83,25.02,18.94,Ennery
95,95212,71,55,55,12,22,77.46,21.82,40.00,Epiais-lès-Louvres
