dep,insee,nb_inscrits,nb_votants,nb_exprimes,nbvoix_1,nbvoix_2,participation,voix_1,voix_2,com
94,94001,3132,2493,2435,531,471,79.6,21.81,19.34,Ablon-sur-Seine
94,94002,24064,19062,18574,4763,2363,79.21,25.64,12.72,Alfortville
94,94003,12554,9478,9255,2520,1047,75.5,27.23,11.31,Arcueil
94,94004,8330,6541,6351,1636,934,78.52,25.76,14.71,Boissy-Saint-Léger
94,94011,8962,6519,6311,1229,949,72.74,19.47,15.04,Bonneuil-sur-Marne
94,94015,11621,9458,9223,2975,1001,81.39,32.26,10.85,Bry-sur-Marne
94,94016,16875,13502,13216,4477,1144,80.01,33.88,8.66,Cachan
94,94017,42688,31699,30904,7690,4181,74.26,24.88,13.53,Champigny-sur-Marne
94,94018,19819,16281,16006,5138,1216,82.15,32.10,7.60,Charenton-le-Pont
94,94019,10289,8195,8030,2121,1297,79.65,26.41,16.15,Chennevières-sur-Marne
94,94021,10704,8250,8036,2125,1094,77.07,26.44,13.61,Chevilly-Larue
94,94022,20507,16347,15920,4149,1938,79.71,26.06,12.17,Choisy-le-Roi
94,94028,45103,35407,34450,9241,3623,78.5,26.82,10.52,Créteil
94,94033,32766,25822,25327,7491,2339,78.81,29.58,9.24,Fontenay-sous-Bois
94,94034,15275,11312,11036,3426,1225,74.06,31.04,11.10,Fresnes
94,94037,9692,7643,7469,1869,787,78.86,25.02,10.54,Gentilly
94,94038,18971,14901,14612,4545,1525,78.55,31.10,10.44,L'Hay-les-Roses
94,94041,27797,22702,22198,5510,2135,81.67,24.82,9.62,Ivry-sur-Seine
94,94042,12402,10223,10001,3196,927,82.43,31.96,9.27,Joinville-le-Pont
94,94043,14610,10948,10721,3227,1041,74.93,30.10,9.71,Le Kremlin-Bicêtre
94,94044,12651,10068,9820,2406,1576,79.58,24.50,16.05,Limeil-Brévannes
94,94046,36178,29634,28977,8248,3789,81.91,28.46,13.08,Maisons-Alfort
94,94047,3117,2586,2541,621,453,82.96,24.44,17.83,Mandres-les-Roses
94,94048,3807,3144,3067,847,418,82.58,27.62,13.63,Marolles-en-Brie
94,94052,22470,17880,17637,6090,1293,79.57,34.53,7.33,Nogent-sur-Marne
94,94053,3392,2808,2756,785,505,82.78,28.48,18.32,Noiseau
94,94054,11228,8526,8269,1856,1342,75.94,22.45,16.23,Orly
94,94055,6693,5478,5374,1477,834,81.85,27.48,15.52,Ormesson-sur-Marne
94,94056,1756,1494,1456,358,237,85.08,24.59,16.28,Périgny-sur-Yerres
94,94058,23264,18724,18375,5753,1791,80.48,31.31,9.75,Le Perreux-sur-Marne
94,94059,11705,9473,9274,2621,1435,80.93,28.26,15.47,Le Plessis-Trévise
94,94060,7134,5756,5609,1462,1034,80.68,26.07,18.43,La Queue-en-Brie
94,94065,4037,3523,3436,1091,452,87.27,31.75,13.15,Rungis
94,94067,15525,12716,12557,3969,691,81.91,31.61,5.50,Saint-Mandé
94,94068,51367,43068,42346,13312,3714,83.84,31.44,8.77,Saint-Maur-des-Fossés
94,94069,8303,6851,6721,2118,630,82.51,31.51,9.37,Saint-Maurice
94,94070,2596,2200,2160,507,312,84.75,23.47,14.44,Santeny
94,94071,16955,14286,13972,4045,1710,84.26,28.95,12.24,Sucy-en-Brie
94,94073,16544,12987,12683,3591,1749,78.5,28.31,13.79,Thiais
94,94074,6262,4551,4390,854,626,72.68,19.45,14.26,Valenton
94,94075,6643,5599,5498,1308,963,84.28,23.79,17.52,Villecresnes
94,94076,29238,21445,20994,5468,2398,73.35,26.05,11.42,Villejuif
94,94077,10866,8133,7901,1766,1588,74.85,22.35,20.10,Villeneuve-le-Roi
94,94078,12882,9385,9142,1919,1652,72.85,20.99,18.07,Villeneuve-Saint-Georges
94,94079,16275,12865,12540,3480,1729,79.05,27.75,13.79,Villiers-sur-Marne
94,94080,32923,28235,27793,10554,1623,85.76,37.97,5.84,Vincennes
94,94081,45568,33274,32424,7837,4097,73.02,24.17,12.64,Vitry-sur-Seine
