insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
07001;07;Accons;354;306;299;58;50;89;57;20;5;14;0;0;5;1;0;48;1;19.4;16.72;29.77;19.06;6.69;1.67;4.68;0;0;1.67;0.33;0;13.56;0.33
07002;07;Ailhon;427;366;357;63;108;84;40;12;9;25;5;4;6;1;0;61;1;17.65;30.25;23.53;11.2;3.36;2.52;7;1.4;1.12;1.68;0.28;0;14.29;0.28
07003;07;Aizac;152;125;124;12;47;24;15;5;2;11;4;3;1;0;0;27;1;9.68;37.9;19.35;12.1;4.03;1.61;8.87;3.23;2.42;0.81;0;0;17.76;0.81
07004;07;Ajoux;93;84;81;7;25;19;8;2;5;9;3;2;0;1;0;9;0;8.64;30.86;23.46;9.88;2.47;6.17;11.11;3.7;2.47;0;1.23;0;9.68;0
07005;07;Alba-la-Romaine;1126;932;910;153;254;208;149;36;7;65;15;17;6;0;0;194;4;16.81;27.91;22.86;16.37;3.96;0.77;7.14;1.65;1.87;0.66;0;0;17.23;0.44
07006;07;Albon d'Ardèche;148;114;108;18;41;20;13;1;4;9;2;0;0;0;0;34;3;16.67;37.96;18.52;12.04;0.93;3.7;8.33;1.85;0;0;0;0;22.97;2.78
07007;07;Alboussière;752;613;604;154;122;130;89;36;14;42;3;12;1;1;0;139;3;25.5;20.2;21.52;14.74;5.96;2.32;6.95;0.5;1.99;0.17;0.17;0;18.48;0.5
07008;07;Alissas;1142;981;955;236;203;229;141;25;21;74;10;12;4;0;0;161;8;24.71;21.26;23.98;14.76;2.62;2.2;7.75;1.05;1.26;0.42;0;0;14.1;0.84
07009;07;Andance;745;615;593;176;93;133;91;33;4;36;7;8;12;0;0;130;3;29.68;15.68;22.43;15.35;5.56;0.67;6.07;1.18;1.35;2.02;0;0;17.45;0.51
07010;07;Annonay;11510;7998;7790;1479;1836;1900;1297;347;99;548;96;101;75;12;0;3512;54;18.99;23.57;24.39;16.65;4.45;1.27;7.03;1.23;1.3;0.96;0.15;0;30.51;0.69
07011;07;Antraigues-sur-Volane;411;348;336;69;130;61;36;2;3;25;3;3;3;1;0;63;3;20.54;38.69;18.15;10.71;0.6;0.89;7.44;0.89;0.89;0.89;0.3;0;15.33;0.89
07012;07;Arcens;328;272;264;54;71;52;45;20;10;10;0;1;0;1;0;56;1;20.45;26.89;19.7;17.05;7.58;3.79;3.79;0;0.38;0;0.38;0;17.07;0.38
07013;07;Ardoix;889;741;723;226;133;162;80;58;8;34;6;10;5;1;0;148;0;31.26;18.4;22.41;11.07;8.02;1.11;4.7;0.83;1.38;0.69;0.14;0;16.65;0
07014;07;Arlebosc;312;279;269;49;42;49;80;23;4;16;1;4;1;0;0;33;2;18.22;15.61;18.22;29.74;8.55;1.49;5.95;0.37;1.49;0.37;0;0;10.58;0.74
07015;07;Arras-sur-Rhône;394;326;319;78;74;69;40;8;5;31;4;5;4;1;0;68;2;24.45;23.2;21.63;12.54;2.51;1.57;9.72;1.25;1.57;1.25;0.31;0;17.26;0.63
07016;07;Asperjoc;344;268;256;73;80;43;26;9;6;11;1;4;2;1;0;76;3;28.52;31.25;16.8;10.16;3.52;2.34;4.3;0.39;1.56;0.78;0.39;0;22.09;1.17
07017;07;Assions (Les);543;466;454;68;148;100;61;16;8;38;8;4;3;0;0;77;2;14.98;32.6;22.03;13.44;3.52;1.76;8.37;1.76;0.88;0.66;0;0;14.18;0.44
07018;07;Astet;70;57;56;12;14;8;14;4;2;1;0;1;0;0;0;13;0;21.43;25;14.29;25;7.14;3.57;1.79;0;1.79;0;0;0;18.57;0
07019;07;Aubenas;8230;5871;5746;1163;1324;1252;1213;216;92;314;63;61;34;14;0;2359;55;20.24;23.04;21.79;21.11;3.76;1.6;5.46;1.1;1.06;0.59;0.24;0;28.66;0.96
07020;07;Aubignas;354;293;287;85;95;49;23;11;5;12;3;3;1;0;0;61;0;29.62;33.1;17.07;8.01;3.83;1.74;4.18;1.05;1.05;0.35;0;0;17.23;0
07022;07;Baix;738;644;630;186;144;129;82;33;11;26;8;5;6;0;0;94;1;29.52;22.86;20.48;13.02;5.24;1.75;4.13;1.27;0.79;0.95;0;0;12.74;0.16
07023;07;Balazuc;295;255;244;35;66;55;43;11;8;18;2;4;2;0;0;40;2;14.34;27.05;22.54;17.62;4.51;3.28;7.38;0.82;1.64;0.82;0;0;13.56;0.82
07024;07;Banne;616;516;501;82;129;106;95;22;10;43;3;3;5;3;0;100;5;16.37;25.75;21.16;18.96;4.39;2;8.58;0.6;0.6;1;0.6;0;16.23;1
07025;07;Barnas;220;179;179;48;59;20;30;1;2;13;0;4;2;0;0;41;0;26.82;32.96;11.17;16.76;0.56;1.12;7.26;0;2.23;1.12;0;0;18.64;0
07026;07;Béage (Le);285;236;231;56;29;46;70;10;6;8;0;4;2;0;0;49;2;24.24;12.55;19.91;30.3;4.33;2.6;3.46;0;1.73;0.87;0;0;17.19;0.87
