insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
77001;77;Achères-la-Forêt;886;752;729;156;93;181;210;50;5;22;7;2;2;1;0;134;6;21.4;12.76;24.83;28.81;6.86;0.69;3.02;0.96;0.27;0.27;0.14;0;15.12;0.82
77002;77;Amillis;568;490;474;176;71;63;99;35;4;14;5;2;4;1;0;78;6;37.13;14.98;13.29;20.89;7.38;0.84;2.95;1.05;0.42;0.84;0.21;0;13.73;1.27
77003;77;Amponville;308;262;255;67;37;62;58;12;3;9;3;4;0;0;0;46;2;26.27;14.51;24.31;22.75;4.71;1.18;3.53;1.18;1.57;0;0;0;14.94;0.78
77004;77;Andrezel;250;220;218;59;29;49;46;12;2;15;4;2;0;0;0;30;0;27.06;13.3;22.48;21.1;5.5;0.92;6.88;1.83;0.92;0;0;0;12;0
77005;77;Annet-sur-Marne;2088;1801;1754;462;264;360;409;123;9;90;15;13;8;1;0;287;16;26.34;15.05;20.52;23.32;7.01;0.51;5.13;0.86;0.74;0.46;0.06;0;13.75;0.91
77006;77;Arbonne-la-Forêt;698;558;553;106;88;120;170;31;6;16;5;6;3;2;0;140;0;19.17;15.91;21.7;30.74;5.61;1.08;2.89;0.9;1.08;0.54;0.36;0;20.06;0
77007;77;Argentières;284;241;235;68;27;59;54;14;0;8;2;0;2;1;0;43;0;28.94;11.49;25.11;22.98;5.96;0;3.4;0.85;0;0.85;0.43;0;15.14;0
77008;77;Armentières-en-Brie;832;576;561;166;62;96;178;25;4;19;2;6;2;1;0;256;2;29.59;11.05;17.11;31.73;4.46;0.71;3.39;0.36;1.07;0.36;0.18;0;30.77;0.36
77009;77;Arville;103;88;86;28;5;11;26;7;2;0;0;3;3;1;0;15;0;32.56;5.81;12.79;30.23;8.14;2.33;0;0;3.49;3.49;1.16;0;14.56;0
77010;77;Aubepierre-Ozouer-le-Repos;599;530;520;162;81;86;114;35;5;24;3;8;2;0;0;69;1;31.15;15.58;16.54;21.92;6.73;0.96;4.62;0.58;1.54;0.38;0;0;11.52;0.19
77011;77;Aufferville;390;310;300;85;60;60;57;21;2;9;0;3;3;0;0;80;2;28.33;20;20;19;7;0.67;3;0;1;1;0;0;20.51;0.67
77012;77;Augers-en-Brie;255;210;204;68;27;42;43;8;0;5;7;3;1;0;0;45;0;33.33;13.24;20.59;21.08;3.92;0;2.45;3.43;1.47;0.49;0;0;17.65;0
77013;77;Aulnoy;308;258;255;47;48;58;77;18;0;5;0;2;0;0;0;50;0;18.43;18.82;22.75;30.2;7.06;0;1.96;0;0.78;0;0;0;16.23;0
77014;77;Avon;8621;6909;6773;1017;1355;1878;1461;312;51;505;68;69;42;15;0;1712;34;15.02;20.01;27.73;21.57;4.61;0.75;7.46;1;1.02;0.62;0.22;0;19.86;0.5
77015;77;Baby;62;52;51;24;1;8;13;3;0;0;0;2;0;0;0;10;0;47.06;1.96;15.69;25.49;5.88;0;0;0;3.92;0;0;0;16.13;0
77016;77;Bagneaux-sur-Loing;984;773;755;248;144;148;89;44;13;32;13;13;10;1;0;211;5;32.85;19.07;19.6;11.79;5.83;1.72;4.24;1.72;1.72;1.32;0.13;0;21.44;0.66
77018;77;Bailly-Romainvilliers;4157;3401;3328;631;621;1018;603;184;29;156;41;20;20;5;0;756;18;18.96;18.66;30.59;18.12;5.53;0.87;4.69;1.23;0.6;0.6;0.15;0;18.19;0.54
77019;77;Balloy;240;205;198;77;32;17;42;20;0;7;1;1;1;0;0;35;3;38.89;16.16;8.59;21.21;10.1;0;3.54;0.51;0.51;0.51;0;0;14.58;1.52
77020;77;Bannost-Villegagnon;446;383;376;121;70;69;67;23;3;16;1;2;2;2;0;63;5;32.18;18.62;18.35;17.82;6.12;0.8;4.26;0.27;0.53;0.53;0.53;0;14.13;1.33
77021;77;Barbey;133;118;115;43;24;22;14;4;0;4;1;3;0;0;0;15;3;37.39;20.87;19.13;12.17;3.48;0;3.48;0.87;2.61;0;0;0;11.28;2.61
77022;77;Barbizon;1266;1032;1019;123;92;259;461;31;4;36;4;6;3;0;0;234;2;12.07;9.03;25.42;45.24;3.04;0.39;3.53;0.39;0.59;0.29;0;0;18.48;0.2
77023;77;Barcy;223;193;187;54;30;26;43;16;3;6;5;2;1;1;0;30;3;28.88;16.04;13.9;22.99;8.56;1.6;3.21;2.67;1.07;0.53;0.53;0;13.45;1.6
77024;77;Bassevelle;238;201;196;83;31;22;41;4;2;5;3;3;1;1;0;37;2;42.35;15.82;11.22;20.92;2.04;1.02;2.55;1.53;1.53;0.51;0.51;0;15.55;1.02
77025;77;Bazoches-lès-Bray;660;550;546;209;88;68;89;43;3;25;8;5;7;1;0;110;0;38.28;16.12;12.45;16.3;7.88;0.55;4.58;1.47;0.92;1.28;0.18;0;16.67;0
77026;77;Beauchery-Saint-Martin;276;234;231;54;35;53;55;10;4;10;3;6;1;0;0;42;2;23.38;15.15;22.94;23.81;4.33;1.73;4.33;1.3;2.6;0.43;0;0;15.22;0.87
77027;77;Beaumont-du-Gâtinais;713;565;545;179;102;85;95;29;6;29;3;5;10;2;0;148;19;32.84;18.72;15.6;17.43;5.32;1.1;5.32;0.55;0.92;1.83;0.37;0;20.76;3.49
77028;77;Beautheil;538;457;452;135;80;94;94;26;4;10;6;2;1;0;0;81;2;29.87;17.7;20.8;20.8;5.75;0.88;2.21;1.33;0.44;0.22;0;0;15.06;0.44
77029;77;Beauvoir;154;137;136;43;21;23;34;3;0;11;0;1;0;0;0;17;0;31.62;15.44;16.91;25;2.21;0;8.09;0;0.74;0;0;0;11.04;0
77030;77;Bellot;549;425;419;192;61;63;53;17;3;16;4;5;5;0;0;124;5;45.82;14.56;15.04;12.65;4.06;0.72;3.82;0.95;1.19;1.19;0;0;22.59;1.19
77031;77;Bernay-Vilbert;615;534;525;132;98;85;138;33;2;26;4;4;3;0;0;81;2;25.14;18.67;16.19;26.29;6.29;0.38;4.95;0.76;0.76;0.57;0;0;13.17;0.38
77032;77;Beton-Bazoches;519;392;384;144;53;47;97;13;1;17;3;3;6;0;0;127;2;37.5;13.8;12.24;25.26;3.39;0.26;4.43;0.78;0.78;1.56;0;0;24.47;0.52
77033;77;Bezalles;179;139;134;40;23;22;28;14;1;4;0;2;0;0;0;40;4;29.85;17.16;16.42;20.9;10.45;0.75;2.99;0;1.49;0;0;0;22.35;2.99
77034;77;Blandy;545;473;462;126;58;98;110;26;0;26;8;4;3;3;0;72;2;27.27;12.55;21.21;23.81;5.63;0;5.63;1.73;0.87;0.65;0.65;0;13.21;0.43
77035;77;Blennes;433;372;361;113;67;53;47;39;9;22;1;7;3;0;0;61;2;31.3;18.56;14.68;13.02;10.8;2.49;6.09;0.28;1.94;0.83;0;0;14.09;0.55
77036;77;Boisdon;103;86;82;26;3;17;16;9;2;8;0;0;1;0;0;17;2;31.71;3.66;20.73;19.51;10.98;2.44;9.76;0;0;1.22;0;0;16.5;2.44
77037;77;Bois-le-Roi;4859;4016;3957;454;625;1258;1094;162;35;247;32;27;14;9;0;843;14;11.47;15.79;31.79;27.65;4.09;0.88;6.24;0.81;0.68;0.35;0.23;0;17.35;0.35
77038;77;Boissettes;315;259;255;35;30;66;90;14;3;14;0;3;0;0;0;56;1;13.73;11.76;25.88;35.29;5.49;1.18;5.49;0;1.18;0;0;0;17.78;0.39
77039;77;Boissise-la-Bertrand;781;648;632;101;74;167;189;41;6;36;12;3;2;1;0;133;2;15.98;11.71;26.42;29.91;6.49;0.95;5.7;1.9;0.47;0.32;0.16;0;17.03;0.32
77040;77;Boissise-le-Roi;2818;2314;2266;458;322;559;604;149;11;97;30;26;7;3;0;504;7;20.21;14.21;24.67;26.65;6.58;0.49;4.28;1.32;1.15;0.31;0.13;0;17.89;0.31
77041;77;Boissy-aux-Cailles;242;209;205;36;22;45;69;20;1;9;2;1;0;0;0;33;1;17.56;10.73;21.95;33.66;9.76;0.49;4.39;0.98;0.49;0;0;0;13.64;0.49
