insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
28001;28;Abondant;1551;1338;1304;334;207;298;290;80;6;61;4;12;8;4;0;213;7;25.61;15.87;22.85;22.24;6.13;0.46;4.68;0.31;0.92;0.61;0.31;0;13.73;0.54
28002;28;Allaines-Mervilliers;238;194;190;65;20;22;51;18;2;9;1;0;2;0;0;44;1;34.21;10.53;11.58;26.84;9.47;1.05;4.74;0.53;0;1.05;0;0;18.49;0.53
28003;28;Allainville;114;102;100;32;11;15;30;5;1;5;0;0;1;0;0;12;0;32;11;15;30;5;1;5;0;0;1;0;0;10.53;0
28004;28;Allonnes;208;178;174;63;22;41;28;13;2;2;0;2;1;0;0;30;0;36.21;12.64;23.56;16.09;7.47;1.15;1.15;0;1.15;0.57;0;0;14.42;0
28005;28;Alluyes;553;465;461;136;83;117;65;20;5;18;5;7;5;0;0;88;0;29.5;18;25.38;14.1;4.34;1.08;3.9;1.08;1.52;1.08;0;0;15.91;0
28006;28;Amilly;1390;1228;1194;315;159;277;234;81;6;80;11;17;8;6;0;162;10;26.38;13.32;23.2;19.6;6.78;0.5;6.7;0.92;1.42;0.67;0.5;0;11.65;0.84
28007;28;Anet;2170;1643;1587;431;219;285;443;98;15;57;16;12;9;2;0;527;43;27.16;13.8;17.96;27.91;6.18;0.95;3.59;1.01;0.76;0.57;0.13;0;24.29;2.71
28008;28;Ardelles;142;109;106;32;6;22;27;9;0;5;3;0;1;1;0;33;0;30.19;5.66;20.75;25.47;8.49;0;4.72;2.83;0;0.94;0.94;0;23.24;0
28009;28;Ardelu;59;47;47;12;8;8;17;2;0;0;0;0;0;0;0;12;0;25.53;17.02;17.02;36.17;4.26;0;0;0;0;0;0;0;20.34;0
28010;28;Argenvilliers;278;233;224;65;30;32;63;17;0;7;3;1;3;3;0;45;1;29.02;13.39;14.29;28.13;7.59;0;3.13;1.34;0.45;1.34;1.34;0;16.19;0.45
28012;28;Commune-nouvelle-d'Arrou;2887;2362;2294;722;262;398;567;162;28;69;16;38;31;1;0;525;11;31.47;11.42;17.35;24.72;7.06;1.22;3.01;0.7;1.66;1.35;0.04;0;18.18;0.48
28013;28;Aunay-sous-Auneau;1062;881;854;234;153;186;133;65;4;50;4;10;11;4;0;181;8;27.4;17.92;21.78;15.57;7.61;0.47;5.85;0.47;1.17;1.29;0.47;0;17.04;0.94
28014;28;Aunay-sous-Crécy;456;381;369;108;62;86;54;27;0;22;4;2;3;1;0;75;1;29.27;16.8;23.31;14.63;7.32;0;5.96;1.08;0.54;0.81;0.27;0;16.45;0.27
