insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
41001;41;Ambloy;159;131;123;40;13;19;35;6;1;5;3;0;1;0;0;28;2;32.52;10.57;15.45;28.46;4.88;0.81;4.07;2.44;0;0.81;0;0;17.61;1.63
41002;41;Angé;669;560;538;164;91;83;111;56;4;17;2;8;2;0;0;109;9;30.48;16.91;15.43;20.63;10.41;0.74;3.16;0.37;1.49;0.37;0;0;16.29;1.67
41003;41;Areines;439;378;369;61;72;76;92;26;9;20;4;4;5;0;0;61;1;16.53;19.51;20.6;24.93;7.05;2.44;5.42;1.08;1.08;1.36;0;0;13.9;0.27
41004;41;Artins;216;190;187;59;26;15;55;17;1;9;2;3;0;0;0;26;1;31.55;13.9;8.02;29.41;9.09;0.53;4.81;1.07;1.6;0;0;0;12.04;0.53
41005;41;Arville;93;85;84;18;8;3;46;6;3;0;0;0;0;0;0;8;0;21.43;9.52;3.57;54.76;7.14;3.57;0;0;0;0;0;0;8.6;0
41006;41;Autainville;324;265;261;79;54;42;49;18;1;8;3;4;2;1;0;59;0;30.27;20.69;16.09;18.77;6.9;0.38;3.07;1.15;1.53;0.77;0.38;0;18.21;0
41007;41;Authon;508;415;403;94;65;76;92;36;5;22;2;5;6;0;0;93;4;23.33;16.13;18.86;22.83;8.93;1.24;5.46;0.5;1.24;1.49;0;0;18.31;0.99
41008;41;Avaray;500;420;410;105;63;78;102;22;6;23;4;5;1;1;0;80;2;25.61;15.37;19.02;24.88;5.37;1.46;5.61;0.98;1.22;0.24;0.24;0;16;0.49
41009;41;Averdon;544;474;466;133;79;97;95;26;3;25;2;4;2;0;0;70;2;28.54;16.95;20.82;20.39;5.58;0.64;5.36;0.43;0.86;0.43;0;0;12.87;0.43
41010;41;Azé;745;651;633;135;139;137;102;40;8;52;2;10;6;2;0;94;5;21.33;21.96;21.64;16.11;6.32;1.26;8.21;0.32;1.58;0.95;0.32;0;12.62;0.79
41012;41;Baillou;209;178;175;44;38;23;53;6;2;6;1;2;0;0;0;31;2;25.14;21.71;13.14;30.29;3.43;1.14;3.43;0.57;1.14;0;0;0;14.83;1.14
41013;41;Bauzy;237;212;208;58;21;28;67;17;3;9;3;1;1;0;0;25;0;27.88;10.1;13.46;32.21;8.17;1.44;4.33;1.44;0.48;0.48;0;0;10.55;0
41014;41;Beauchêne;142;119;115;39;13;27;22;5;1;6;0;2;0;0;0;23;3;33.91;11.3;23.48;19.13;4.35;0.87;5.22;0;1.74;0;0;0;16.2;2.61
41016;41;Billy;713;608;598;219;73;105;115;47;6;20;0;6;5;2;0;105;2;36.62;12.21;17.56;19.23;7.86;1;3.34;0;1;0.84;0.33;0;14.73;0.33
