insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
22001;22;Allineuc;419;361;353;71;61;81;84;23;1;18;4;2;8;0;0;58;1;20.11;17.28;22.95;23.8;6.52;0.28;5.1;1.13;0.57;2.27;0;0;13.84;0.28
22002;22;Andel;858;761;743;115;130;251;136;32;2;53;5;10;8;1;0;97;4;15.48;17.5;33.78;18.3;4.31;0.27;7.13;0.67;1.35;1.08;0.13;0;11.31;0.54
22003;22;Aucaleuc;672;580;562;127;143;139;51;22;13;39;5;12;10;1;0;92;5;22.6;25.44;24.73;9.07;3.91;2.31;6.94;0.89;2.14;1.78;0.18;0;13.69;0.89
22004;22;Bégard;3665;2913;2838;566;730;687;324;120;31;257;21;58;40;4;0;752;25;19.94;25.72;24.21;11.42;4.23;1.09;9.06;0.74;2.04;1.41;0.14;0;20.52;0.88
22005;22;Belle-Isle-en-Terre;743;631;612;113;152;140;87;26;3;66;4;11;8;2;0;112;2;18.46;24.84;22.88;14.22;4.25;0.49;10.78;0.65;1.8;1.31;0.33;0;15.07;0.33
22006;22;Berhet;159;134;131;30;32;32;12;7;0;14;1;3;0;0;0;25;2;22.9;24.43;24.43;9.16;5.34;0;10.69;0.76;2.29;0;0;0;15.72;1.53
22008;22;Bobital;893;784;762;140;177;203;116;46;5;57;5;7;6;0;0;109;5;18.37;23.23;26.64;15.22;6.04;0.66;7.48;0.66;0.92;0.79;0;0;12.21;0.66
22009;22;Le Bodéo;128;109;107;16;24;28;14;6;5;8;0;3;3;0;0;19;0;14.95;22.43;26.17;13.08;5.61;4.67;7.48;0;2.8;2.8;0;0;14.84;0
22011;22;Boqueho;765;663;649;129;158;159;81;43;10;48;4;12;3;2;0;102;5;19.88;24.35;24.5;12.48;6.63;1.54;7.4;0.62;1.85;0.46;0.31;0;13.33;0.77
22012;22;La Bouillie;660;573;559;118;81;186;98;24;6;32;2;9;2;1;0;87;2;21.11;14.49;33.27;17.53;4.29;1.07;5.72;0.36;1.61;0.36;0.18;0;13.18;0.36
22013;22;Bourbriac;1741;1400;1360;257;260;398;188;53;15;134;3;35;17;0;0;341;17;18.9;19.12;29.26;13.82;3.9;1.1;9.85;0.22;2.57;1.25;0;0;19.59;1.25
22014;22;Bourseul;808;695;672;128;129;177;113;46;11;44;5;16;3;0;0;113;9;19.05;19.2;26.34;16.82;6.85;1.64;6.55;0.74;2.38;0.45;0;0;13.99;1.34
22015;22;Bréhand;1249;1066;1031;185;175;310;198;75;10;50;9;12;5;2;0;183;11;17.94;16.97;30.07;19.2;7.27;0.97;4.85;0.87;1.16;0.48;0.19;0;14.65;1.07
22016;22;Ile-de-Bréhat;446;382;376;28;50;100;136;9;3;34;0;13;2;1;0;64;0;7.45;13.3;26.6;36.17;2.39;0.8;9.04;0;3.46;0.53;0.27;0;14.35;0
22018;22;Brélidy;242;202;196;47;43;51;13;5;2;26;4;4;1;0;0;40;1;23.98;21.94;26.02;6.63;2.55;1.02;13.27;2.04;2.04;0.51;0;0;16.53;0.51
22019;22;Bringolo;338;288;282;72;46;67;45;18;3;18;4;6;2;1;0;50;3;25.53;16.31;23.76;15.96;6.38;1.06;6.38;1.42;2.13;0.71;0.35;0;14.79;1.06
22020;22;Broons;2030;1750;1699;360;235;428;403;96;18;118;7;16;15;3;0;280;24;21.19;13.83;25.19;23.72;5.65;1.06;6.95;0.41;0.94;0.88;0.18;0;13.79;1.41
22021;22;Brusvily;847;726;705;187;153;150;68;42;9;61;15;11;6;3;0;121;5;26.52;21.7;21.28;9.65;5.96;1.28;8.65;2.13;1.56;0.85;0.43;0;14.29;0.71
22023;22;Bulat-Pestivien;312;275;270;39;59;67;43;10;4;32;6;6;2;2;0;37;2;14.44;21.85;24.81;15.93;3.7;1.48;11.85;2.22;2.22;0.74;0.74;0;11.86;0.74
22024;22;Calanhel;185;146;143;17;35;27;36;5;2;11;2;2;5;1;0;39;0;11.89;24.48;18.88;25.17;3.5;1.4;7.69;1.4;1.4;3.5;0.7;0;21.08;0
22025;22;Callac;1598;1280;1251;201;304;336;210;45;12;97;20;14;11;1;0;318;9;16.07;24.3;26.86;16.79;3.6;0.96;7.75;1.6;1.12;0.88;0.08;0;19.9;0.72
22026;22;Calorguen;553;457;444;78;117;99;75;22;3;33;8;7;1;1;0;96;4;17.57;26.35;22.3;16.89;4.95;0.68;7.43;1.8;1.58;0.23;0.23;0;17.36;0.9
22027;22;Le Cambout;376;303;291;79;34;59;76;19;4;13;2;1;2;2;0;73;4;27.15;11.68;20.27;26.12;6.53;1.37;4.47;0.69;0.34;0.69;0.69;0;19.41;1.37
22028;22;Camlez;629;546;534;93;122;140;87;22;9;42;2;12;4;1;0;83;4;17.42;22.85;26.22;16.29;4.12;1.69;7.87;0.37;2.25;0.75;0.19;0;13.2;0.75
22029;22;Canihuel;286;247;242;39;40;82;55;6;3;12;1;3;1;0;0;39;1;16.12;16.53;33.88;22.73;2.48;1.24;4.96;0.41;1.24;0.41;0;0;13.64;0.41
22030;22;Caouënnec-Lanvézéac;627;555;545;88;134;144;64;15;7;57;7;17;11;1;0;72;2;16.15;24.59;26.42;11.74;2.75;1.28;10.46;1.28;3.12;2.02;0.18;0;11.48;0.37
22031;22;Carnoët;530;445;439;81;121;108;67;10;6;31;1;12;1;1;0;85;4;18.45;27.56;24.6;15.26;2.28;1.37;7.06;0.23;2.73;0.23;0.23;0;16.04;0.91
22032;22;Caulnes;1813;1534;1498;304;274;351;310;85;19;105;9;24;14;3;0;279;14;20.29;18.29;23.43;20.69;5.67;1.27;7.01;0.6;1.6;0.93;0.2;0;15.39;0.93
22033;22;Caurel;276;238;235;55;38;65;43;7;4;17;2;1;3;0;0;38;0;23.4;16.17;27.66;18.3;2.98;1.7;7.23;0.85;0.43;1.28;0;0;13.77;0
