insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
95002;95;Ableiges;739;634;620;151;101;110;150;49;5;25;14;12;3;0;0;105;4;24.35;16.29;17.74;24.19;7.9;0.81;4.03;2.26;1.94;0.48;0;0;14.21;0.65
95008;95;Aincourt;571;477;464;129;83;96;89;29;5;24;5;2;2;0;0;94;3;27.8;17.89;20.69;19.18;6.25;1.08;5.17;1.08;0.43;0.43;0;0;16.46;0.65
95011;95;Ambleville;285;241;232;68;36;40;51;10;5;18;3;1;0;0;0;44;2;29.31;15.52;17.24;21.98;4.31;2.16;7.76;1.29;0.43;0;0;0;15.44;0.86
95012;95;Amenucourt;160;130;127;50;26;14;25;3;2;2;4;1;0;0;0;30;1;39.37;20.47;11.02;19.69;2.36;1.57;1.57;3.15;0.79;0;0;0;18.75;0.79
95014;95;Andilly;1534;1324;1293;210;149;361;412;54;7;74;14;5;4;3;0;210;10;16.24;11.52;27.92;31.86;4.18;0.54;5.72;1.08;0.39;0.31;0.23;0;13.69;0.77
95018;95;Argenteuil;53783;39498;38474;5658;13038;9275;4678;1193;246;3041;619;383;283;60;0;14285;273;14.71;33.89;24.11;12.16;3.1;0.64;7.9;1.61;1;0.74;0.16;0;26.56;0.71
95019;95;Arnouville;7736;5879;5749;1193;1296;1202;1258;245;42;329;89;47;42;6;0;1857;44;20.75;22.54;20.91;21.88;4.26;0.73;5.72;1.55;0.82;0.73;0.1;0;24;0.77
95023;95;Arronville;502;432;419;103;55;99;107;32;1;14;3;2;2;1;0;70;2;24.58;13.13;23.63;25.54;7.64;0.24;3.34;0.72;0.48;0.48;0.24;0;13.94;0.48
95024;95;Arthies;226;176;172;44;31;32;43;6;3;10;1;2;0;0;0;50;0;25.58;18.02;18.6;25;3.49;1.74;5.81;0.58;1.16;0;0;0;22.12;0
95026;95;Asnières-sur-Oise;1958;1640;1610;426;275;327;291;126;16;98;16;22;9;4;0;318;7;26.46;17.08;20.31;18.07;7.83;0.99;6.09;0.99;1.37;0.56;0.25;0;16.24;0.43
95028;95;Attainville;1274;1017;1001;275;179;251;159;65;11;40;10;4;4;3;0;257;7;27.47;17.88;25.07;15.88;6.49;1.1;4;1;0.4;0.4;0.3;0;20.17;0.7
95039;95;Auvers-sur-Oise;5392;4434;4353;780;871;1191;833;197;25;351;43;38;18;6;0;958;16;17.92;20.01;27.36;19.14;4.53;0.57;8.06;0.99;0.87;0.41;0.14;0;17.77;0.37
95040;95;Avernes;618;545;535;127;62;141;134;25;3;34;5;1;1;2;0;73;2;23.74;11.59;26.36;25.05;4.67;0.56;6.36;0.93;0.19;0.19;0.37;0;11.81;0.37
95042;95;Baillet-en-France;1509;1277;1247;296;220;294;239;92;6;70;13;8;8;1;0;232;9;23.74;17.64;23.58;19.17;7.38;0.48;5.61;1.04;0.64;0.64;0.08;0;15.37;0.72
95046;95;Banthelu;94;83;82;23;8;17;26;5;0;1;2;0;0;0;0;11;1;28.05;9.76;20.73;31.71;6.1;0;1.22;2.44;0;0;0;0;11.7;1.22
95051;95;Beauchamp;6148;5103;4980;896;816;1291;1253;292;42;282;53;30;20;5;0;1045;25;17.99;16.39;25.92;25.16;5.86;0.84;5.66;1.06;0.6;0.4;0.1;0;17;0.5
95052;95;Beaumont-sur-Oise;5411;4254;4125;1000;1053;851;517;226;42;281;57;53;36;9;0;1157;38;24.24;25.53;20.63;12.53;5.48;1.02;6.81;1.38;1.28;0.87;0.22;0;21.38;0.92
95054;95;Le Bellay-en-Vexin;159;142;137;44;22;36;12;14;1;3;3;2;0;0;0;17;1;32.12;16.06;26.28;8.76;10.22;0.73;2.19;2.19;1.46;0;0;0;10.69;0.73
95055;95;Bellefontaine;300;249;244;55;51;38;53;19;3;15;3;6;1;0;0;51;4;22.54;20.9;15.57;21.72;7.79;1.23;6.15;1.23;2.46;0.41;0;0;17;1.64
95056;95;Belloy-en-France;1289;1065;1039;280;169;198;210;75;14;73;5;6;5;4;0;224;5;26.95;16.27;19.06;20.21;7.22;1.35;7.03;0.48;0.58;0.48;0.38;0;17.38;0.48
95058;95;Bernes-sur-Oise;1549;1312;1262;348;315;243;160;86;6;60;11;19;13;1;0;237;14;27.58;24.96;19.26;12.68;6.81;0.48;4.75;0.87;1.51;1.03;0.08;0;15.3;1.11
95059;95;Berville;265;226;219;42;32;63;48;11;4;14;5;0;0;0;0;39;0;19.18;14.61;28.77;21.92;5.02;1.83;6.39;2.28;0;0;0;0;14.72;0
95060;95;Bessancourt;4860;3855;3755;739;732;963;697;227;38;251;46;38;16;8;0;1005;25;19.68;19.49;25.65;18.56;6.05;1.01;6.68;1.23;1.01;0.43;0.21;0;20.68;0.67
95061;95;Béthemont-la-Forêt;327;286;282;70;47;62;60;22;2;11;5;2;1;0;0;41;2;24.82;16.67;21.99;21.28;7.8;0.71;3.9;1.77;0.71;0.35;0;0;12.54;0.71
95063;95;Bezons;14730;11061;10788;1776;3477;2535;1256;406;68;852;209;115;71;23;0;3669;70;16.46;32.23;23.5;11.64;3.76;0.63;7.9;1.94;1.07;0.66;0.21;0;24.91;0.65
95074;95;Boisemont;583;512;502;68;75;141;164;24;6;11;8;1;3;1;0;71;3;13.55;14.94;28.09;32.67;4.78;1.2;2.19;1.59;0.2;0.6;0.2;0;12.18;0.6
95078;95;Boissy-l'Aillerie;1251;1075;1043;198;199;257;236;58;6;65;14;6;2;2;0;176;8;18.98;19.08;24.64;22.63;5.56;0.58;6.23;1.34;0.58;0.19;0.19;0;14.07;0.77
95088;95;Bonneuil-en-France;492;380;371;99;95;79;57;12;1;19;5;2;2;0;0;112;1;26.68;25.61;21.29;15.36;3.23;0.27;5.12;1.35;0.54;0.54;0;0;22.76;0.27
