insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
93001;93;Aubervilliers;27335;18147;17620;2208;7242;3976;1583;330;88;1519;266;182;189;37;0;9188;192;12.53;41.1;22.57;8.98;1.87;0.5;8.62;1.51;1.03;1.07;0.21;0;33.61;1.09
93005;93;Aulnay-sous-Bois;44365;31072;30209;4231;10214;6704;4326;1073;184;2266;665;354;147;45;0;13293;244;14.01;33.81;22.19;14.32;3.55;0.61;7.5;2.2;1.17;0.49;0.15;0;29.96;0.81
93006;93;Bagnolet;18413;12941;12624;1323;5079;2941;1232;242;71;1270;187;189;73;17;0;5472;0;10.48;40.23;23.3;9.76;1.92;0.56;10.06;1.48;1.5;0.58;0.13;0;29.72;0
93007;93;Le Blanc-Mesnil;24714;17900;17410;2926;6600;3557;1974;552;112;1069;266;209;110;35;0;6814;156;16.81;37.91;20.43;11.34;3.17;0.64;6.14;1.53;1.2;0.63;0.2;0;27.57;0.9
93008;93;Bobigny;22493;14498;14006;1652;6051;3272;1117;259;76;1016;257;191;86;29;0;7995;184;11.79;43.2;23.36;7.98;1.85;0.54;7.25;1.83;1.36;0.61;0.21;0;35.54;1.31
93010;93;Bondy;24568;18122;17554;2422;6055;4151;1866;576;100;1750;299;183;117;35;0;6446;182;13.8;34.49;23.65;10.63;3.28;0.57;9.97;1.7;1.04;0.67;0.2;0;26.24;1.04
93013;93;Le Bourget;6337;4625;4504;687;1325;1138;723;150;23;316;71;42;23;6;0;1712;32;15.25;29.42;25.27;16.05;3.33;0.51;7.02;1.58;0.93;0.51;0.13;0;27.02;0.71
93014;93;Clichy-sous-Bois;11199;6809;6586;923;2362;1452;664;172;33;674;188;61;41;16;0;4390;68;14.01;35.86;22.05;10.08;2.61;0.5;10.23;2.85;0.93;0.62;0.24;0;39.2;1.03
93015;93;Coubron;3370;2780;2733;729;504;550;559;169;14;158;23;20;4;3;0;590;7;26.67;18.44;20.12;20.45;6.18;0.51;5.78;0.84;0.73;0.15;0.11;0;17.51;0.26
93027;93;La Courneuve;14653;10404;10037;1159;4452;2031;790;180;42;1032;165;100;65;21;0;4249;120;11.55;44.36;20.24;7.87;1.79;0.42;10.28;1.64;1;0.65;0.21;0;29;1.2
93029;93;Drancy;34898;24909;24167;4670;8092;5137;2917;884;144;1412;413;266;180;52;0;9989;240;19.32;33.48;21.26;12.07;3.66;0.6;5.84;1.71;1.1;0.74;0.22;0;28.62;0.99
93030;93;Dugny;5028;3560;3426;626;1354;632;254;113;17;294;65;47;14;10;0;1468;42;18.27;39.52;18.45;7.41;3.3;0.5;8.58;1.9;1.37;0.41;0.29;0;29.2;1.23
93031;93;Epinay-sur-Seine;25622;17131;16682;1793;6061;4184;2080;415;91;1381;366;195;85;31;0;8491;216;10.75;36.33;25.08;12.47;2.49;0.55;8.28;2.19;1.17;0.51;0.19;0;33.14;1.29
93032;93;Gagny;21326;16873;16431;2786;3930;4235;3030;742;127;1126;203;143;76;33;0;4453;139;16.96;23.92;25.77;18.44;4.52;0.77;6.85;1.24;0.87;0.46;0.2;0;20.88;0.85
93033;93;Gournay-sur-Marne;4713;4000;3913;603;675;1034;1068;237;27;203;23;27;10;6;0;713;19;15.41;17.25;26.42;27.29;6.06;0.69;5.19;0.59;0.69;0.26;0.15;0;15.13;0.49
93039;93;L'Ile-Saint-Denis;3659;2725;2664;289;1213;562;187;37;7;265;33;35;28;8;0;934;15;10.85;45.53;21.1;7.02;1.39;0.26;9.95;1.24;1.31;1.05;0.3;0;25.53;0.56
93045;93;Les Lilas;14455;11595;11365;883;3365;3114;2065;294;72;1279;99;112;67;15;0;2860;59;7.77;29.61;27.4;18.17;2.59;0.63;11.25;0.87;0.99;0.59;0.13;0;19.79;0.52
93046;93;Livry-Gargan;22325;17755;17333;3527;4066;4136;2973;888;129;1100;263;146;78;27;0;4570;111;20.35;23.46;23.86;17.15;5.12;0.74;6.35;1.52;0.84;0.45;0.16;0;20.47;0.64
93047;93;Montfermeil;12713;9406;9162;2023;2545;1795;1465;376;54;554;207;93;41;9;0;3307;84;22.08;27.78;19.59;15.99;4.1;0.59;6.05;2.26;1.02;0.45;0.1;0;26.01;0.92
93048;93;Montreuil;57574;43330;42448;3531;17014;10690;3637;768;228;5158;532;589;223;78;0;14244;329;8.32;40.08;25.18;8.57;1.81;0.54;12.15;1.25;1.39;0.53;0.18;0;24.74;0.78
93049;93;Neuilly-Plaisance;12446;10056;9851;1384;2204;2726;1966;527;72;736;101;69;48;18;0;2390;61;14.05;22.37;27.67;19.96;5.35;0.73;7.47;1.03;0.7;0.49;0.18;0;19.2;0.62
93050;93;Neuilly-sur-Marne;18221;14090;13671;2230;3886;3875;1562;558;102;979;195;180;86;18;0;4131;121;16.31;28.43;28.34;11.43;4.08;0.75;7.16;1.43;1.32;0.63;0.13;0;22.67;0.89
93051;93;Noisy-le-Grand;36847;28910;28223;3650;7312;8232;4513;1136;182;2290;417;287;143;61;0;7937;212;12.93;25.91;29.17;15.99;4.03;0.64;8.11;1.48;1.02;0.51;0.22;0;21.54;0.75
