insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
87001;87;Aixe-sur-Vienne;4517;3717;3592;647;677;1032;589;194;66;257;35;56;34;5;0;800;49;18.01;18.85;28.73;16.4;5.4;1.84;7.15;0.97;1.56;0.95;0.14;0;17.71;1.36
87002;87;Ambazac;4494;3734;3587;890;813;804;465;158;67;249;27;63;39;12;0;760;64;24.81;22.67;22.41;12.96;4.4;1.87;6.94;0.75;1.76;1.09;0.33;0;16.91;1.78
87003;87;Arnac-la-Poste;713;580;553;115;136;115;77;26;11;46;6;11;9;1;0;133;9;20.8;24.59;20.8;13.92;4.7;1.99;8.32;1.08;1.99;1.63;0.18;0;18.65;1.63
87004;87;Augne;87;73;71;9;11;25;13;1;1;8;1;2;0;0;0;14;0;12.68;15.49;35.21;18.31;1.41;1.41;11.27;1.41;2.82;0;0;0;16.09;0
87005;87;Aureil;813;705;684;126;157;182;97;33;9;63;4;7;5;1;0;108;3;18.42;22.95;26.61;14.18;4.82;1.32;9.21;0.58;1.02;0.73;0.15;0;13.28;0.44
87006;87;Azat-le-Ris;178;146;143;26;19;35;44;6;1;10;2;0;0;0;0;32;0;18.18;13.29;24.48;30.77;4.2;0.7;6.99;1.4;0;0;0;0;17.98;0
87007;87;Balledent;157;133;129;37;22;23;18;10;4;9;1;3;2;0;0;24;3;28.68;17.05;17.83;13.95;7.75;3.1;6.98;0.78;2.33;1.55;0;0;15.29;2.33
87008;87;La Bazeuge;105;84;80;15;6;25;19;6;3;4;1;1;0;0;0;21;3;18.75;7.5;31.25;23.75;7.5;3.75;5;1.25;1.25;0;0;0;20;3.75
87009;87;Beaumont-du-Lac;135;104;99;15;32;13;18;8;2;5;2;1;3;0;0;31;2;15.15;32.32;13.13;18.18;8.08;2.02;5.05;2.02;1.01;3.03;0;0;22.96;2.02
87011;87;Bellac;2759;2198;2115;473;419;498;360;96;36;148;20;40;21;4;0;561;41;22.36;19.81;23.55;17.02;4.54;1.7;7;0.95;1.89;0.99;0.19;0;20.33;1.94
87012;87;Berneuil;304;255;250;69;47;45;36;16;6;20;1;4;6;0;0;49;1;27.6;18.8;18;14.4;6.4;2.4;8;0.4;1.6;2.4;0;0;16.12;0.4
87013;87;Bersac-sur-Rivalier;527;440;427;76;98;115;85;9;6;32;1;5;0;0;0;87;10;17.8;22.95;26.93;19.91;2.11;1.41;7.49;0.23;1.17;0;0;0;16.51;2.34
87014;87;Bessines-sur-Gartempe;2222;1841;1781;379;411;391;295;90;35;125;9;22;23;1;0;381;22;21.28;23.08;21.95;16.56;5.05;1.97;7.02;0.51;1.24;1.29;0.06;0;17.15;1.24
87015;87;Beynac;520;449;437;100;81;107;78;19;3;36;2;9;2;0;0;71;2;22.88;18.54;24.49;17.85;4.35;0.69;8.24;0.46;2.06;0.46;0;0;13.65;0.46
87016;87;Les Billanges;261;211;206;36;79;27;20;15;4;11;3;9;1;1;0;50;1;17.48;38.35;13.11;9.71;7.28;1.94;5.34;1.46;4.37;0.49;0.49;0;19.16;0.49
87017;87;Blanzac;354;303;292;68;51;69;50;18;5;19;1;3;7;1;0;51;8;23.29;17.47;23.63;17.12;6.16;1.71;6.51;0.34;1.03;2.4;0.34;0;14.41;2.74
87018;87;Blond;569;466;456;93;137;77;51;17;15;40;9;7;8;2;0;103;8;20.39;30.04;16.89;11.18;3.73;3.29;8.77;1.97;1.54;1.75;0.44;0;18.1;1.75
87019;87;Boisseuil;2386;2074;1999;342;361;639;348;90;34;139;13;18;12;3;0;312;21;17.11;18.06;31.97;17.41;4.5;1.7;6.95;0.65;0.9;0.6;0.15;0;13.08;1.05
87020;87;Bonnac-la-Côte;1321;1105;1061;261;227;247;130;66;23;75;8;14;8;2;0;216;15;24.6;21.39;23.28;12.25;6.22;2.17;7.07;0.75;1.32;0.75;0.19;0;16.35;1.41
87021;87;Bosmie-l'Aiguille;2076;1794;1744;316;442;498;216;89;16;128;11;19;6;3;0;282;14;18.12;25.34;28.56;12.39;5.1;0.92;7.34;0.63;1.09;0.34;0.17;0;13.58;0.8
87022;87;Breuilaufa;111;100;94;21;25;26;4;2;3;6;1;5;1;0;0;11;2;22.34;26.6;27.66;4.26;2.13;3.19;6.38;1.06;5.32;1.06;0;0;9.91;2.13
87023;87;Le Buis;149;135;134;20;34;28;17;9;2;18;2;1;3;0;0;14;1;14.93;25.37;20.9;12.69;6.72;1.49;13.43;1.49;0.75;2.24;0;0;9.4;0.75
87024;87;Bujaleuf;693;578;559;102;138;119;91;18;13;53;4;13;7;1;0;115;5;18.25;24.69;21.29;16.28;3.22;2.33;9.48;0.72;2.33;1.25;0.18;0;16.59;0.89
87025;87;Burgnac;642;544;517;120;115;121;50;40;10;38;2;10;11;0;0;98;4;23.21;22.24;23.4;9.67;7.74;1.93;7.35;0.39;1.93;2.13;0;0;15.26;0.77
87027;87;Bussière-Galant;1072;885;859;191;214;147;160;53;9;47;12;15;9;2;0;187;8;22.24;24.91;17.11;18.63;6.17;1.05;5.47;1.4;1.75;1.05;0.23;0;17.44;0.93
87028;87;Bussière-Poitevine;628;491;464;98;77;118;79;27;12;39;4;4;5;1;0;137;7;21.12;16.59;25.43;17.03;5.82;2.59;8.41;0.86;0.86;1.08;0.22;0;21.82;1.51
