insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
39001;39;Abergement-la-Ronce;639;542;533;179;89;90;80;52;9;20;5;8;1;0;0;97;1;33.58;16.7;16.89;15.01;9.76;1.69;3.75;0.94;1.5;0.19;0;0;15.18;0.19
39002;39;Abergement-le-Grand;43;32;29;4;4;7;7;3;0;2;1;0;0;1;0;11;0;13.79;13.79;24.14;24.14;10.34;0;6.9;3.45;0;0;3.45;0;25.58;0
39003;39;Abergement-le-Petit;38;34;32;3;9;8;7;0;2;2;0;0;1;0;0;4;1;9.38;28.13;25;21.88;0;6.25;6.25;0;0;3.13;0;0;10.53;3.13
39004;39;Abergement-lès-Thésy;54;46;40;4;6;12;13;5;0;0;0;0;0;0;0;8;0;10;15;30;32.5;12.5;0;0;0;0;0;0;0;14.81;0
39006;39;Aiglepierre;357;298;290;52;53;81;43;20;5;20;0;13;2;1;0;59;0;17.93;18.28;27.93;14.83;6.9;1.72;6.9;0;4.48;0.69;0.34;0;16.53;0
39007;39;Alièze;125;113;112;39;17;22;23;4;1;2;1;2;0;1;0;12;1;34.82;15.18;19.64;20.54;3.57;0.89;1.79;0.89;1.79;0;0.89;0;9.6;0.89
39008;39;Amange;275;239;232;58;52;48;43;11;2;10;4;2;2;0;0;36;2;25;22.41;20.69;18.53;4.74;0.86;4.31;1.72;0.86;0.86;0;0;13.09;0.86
39009;39;Andelot-en-Montagne;429;346;336;74;71;71;61;17;5;27;0;5;4;1;0;83;5;22.02;21.13;21.13;18.15;5.06;1.49;8.04;0;1.49;1.19;0.3;0;19.35;1.49
39010;39;Andelot-Morval;76;65;63;15;14;13;9;6;2;2;1;0;1;0;0;11;2;23.81;22.22;20.63;14.29;9.52;3.17;3.17;1.59;0;1.59;0;0;14.47;3.17
39011;39;Annoire;326;275;266;100;21;54;55;12;5;5;3;7;3;1;0;51;1;37.59;7.89;20.3;20.68;4.51;1.88;1.88;1.13;2.63;1.13;0.38;0;15.64;0.38
39013;39;Arbois;2486;2018;1967;294;516;428;420;81;30;125;22;23;19;9;0;468;24;14.95;26.23;21.76;21.35;4.12;1.53;6.35;1.12;1.17;0.97;0.46;0;18.83;1.22
39014;39;Archelange;174;147;144;47;22;34;25;6;0;4;1;3;2;0;0;27;2;32.64;15.28;23.61;17.36;4.17;0;2.78;0.69;2.08;1.39;0;0;15.52;1.39
39015;39;Ardon;85;81;80;11;12;29;22;3;0;3;0;0;0;0;0;4;0;13.75;15;36.25;27.5;3.75;0;3.75;0;0;0;0;0;4.71;0
