insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
34001;34;Abeilhan;1306;1077;1050;421;186;174;155;36;12;38;8;11;8;1;0;229;8;40.1;17.71;16.57;14.76;3.43;1.14;3.62;0.76;1.05;0.76;0.1;0;17.53;0.76
34002;34;Adissan;870;720;701;252;136;128;89;31;11;35;8;5;4;2;0;150;5;35.95;19.4;18.26;12.7;4.42;1.57;4.99;1.14;0.71;0.57;0.29;0;17.24;0.71
34003;34;Agde;23522;18307;17934;6136;2862;3100;4041;651;191;606;137;121;74;15;0;5215;119;34.21;15.96;17.29;22.53;3.63;1.07;3.38;0.76;0.67;0.41;0.08;0;22.17;0.66
34004;34;Agel;179;150;148;29;37;27;35;2;6;8;2;2;0;0;0;29;1;19.59;25;18.24;23.65;1.35;4.05;5.41;1.35;1.35;0;0;0;16.2;0.68
34005;34;Agonès;202;179;179;36;45;31;38;7;0;17;0;4;1;0;0;23;0;20.11;25.14;17.32;21.23;3.91;0;9.5;0;2.23;0.56;0;0;11.39;0
34006;34;Aigne;186;157;153;30;26;41;41;1;2;11;1;0;0;0;0;29;2;19.61;16.99;26.8;26.8;0.65;1.31;7.19;0.65;0;0;0;0;15.59;1.31
34007;34;Aigues-Vives;344;295;287;81;56;39;59;9;2;35;0;3;1;2;0;49;4;28.22;19.51;13.59;20.56;3.14;0.7;12.2;0;1.05;0.35;0.7;0;14.24;1.39
34008;34;Les Aires;478;395;383;88;111;72;61;15;8;18;5;3;2;0;0;83;2;22.98;28.98;18.8;15.93;3.92;2.09;4.7;1.31;0.78;0.52;0;0;17.36;0.52
34009;34;Alignan-du-Vent;1359;1129;1096;354;236;156;158;47;27;76;12;21;6;3;0;230;10;32.3;21.53;14.23;14.42;4.29;2.46;6.93;1.09;1.92;0.55;0.27;0;16.92;0.91
34010;34;Aniane;2407;1902;1843;520;559;315;204;65;25;97;22;27;6;3;0;505;18;28.21;30.33;17.09;11.07;3.53;1.36;5.26;1.19;1.47;0.33;0.16;0;20.98;0.98
34011;34;Arboras;86;73;69;9;29;16;8;0;0;6;0;0;1;0;0;13;1;13.04;42.03;23.19;11.59;0;0;8.7;0;0;1.45;0;0;15.12;1.45
34012;34;Argelliers;763;651;642;167;156;122;102;17;12;46;10;6;3;1;0;112;3;26.01;24.3;19;15.89;2.65;1.87;7.17;1.56;0.93;0.47;0.16;0;14.68;0.47
34013;34;Aspiran;1147;927;903;318;217;138;117;45;14;31;5;11;5;2;0;220;8;35.22;24.03;15.28;12.96;4.98;1.55;3.43;0.55;1.22;0.55;0.22;0;19.18;0.89
34014;34;Assas;1424;1250;1223;160;224;355;310;39;17;96;8;9;4;1;0;174;10;13.08;18.32;29.03;25.35;3.19;1.39;7.85;0.65;0.74;0.33;0.08;0;12.22;0.82
34015;34;Assignan;134;97;96;17;13;17;33;4;1;9;0;2;0;0;0;37;0;17.71;13.54;17.71;34.38;4.17;1.04;9.38;0;2.08;0;0;0;27.61;0
34016;34;Aumelas;453;395;391;93;115;81;47;15;3;26;4;3;4;0;0;58;1;23.79;29.41;20.72;12.02;3.84;0.77;6.65;1.02;0.77;1.02;0;0;12.8;0.26
34017;34;Aumes;402;342;339;89;70;53;69;26;3;25;2;1;0;1;0;60;0;26.25;20.65;15.63;20.35;7.67;0.88;7.37;0.59;0.29;0;0.29;0;14.93;0
34018;34;Autignac;697;573;555;164;143;88;93;23;5;20;7;9;2;1;0;124;7;29.55;25.77;15.86;16.76;4.14;0.9;3.6;1.26;1.62;0.36;0.18;0;17.79;1.26
34019;34;Avène;295;237;230;58;49;40;40;5;16;17;1;4;0;0;0;58;4;25.22;21.3;17.39;17.39;2.17;6.96;7.39;0.43;1.74;0;0;0;19.66;1.74
34020;34;Azillanet;333;272;267;56;85;50;35;12;12;13;0;2;1;1;0;61;0;20.97;31.84;18.73;13.11;4.49;4.49;4.87;0;0.75;0.37;0.37;0;18.32;0
34021;34;Babeau-Bouldoux;244;194;186;42;36;35;32;5;11;16;3;2;4;0;0;50;1;22.58;19.35;18.82;17.2;2.69;5.91;8.6;1.61;1.08;2.15;0;0;20.49;0.54
34022;34;Baillargues;5270;4424;4337;1077;845;969;967;159;45;171;51;32;13;8;0;846;26;24.83;19.48;22.34;22.3;3.67;1.04;3.94;1.18;0.74;0.3;0.18;0;16.05;0.6
34023;34;Balaruc-les-Bains;6003;4867;4775;1597;963;760;912;209;57;174;35;42;20;6;0;1136;29;33.45;20.17;15.92;19.1;4.38;1.19;3.64;0.73;0.88;0.42;0.13;0;18.92;0.61
