insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
29001;29;Argol;733;610;598;135;125;118;105;27;9;47;10;15;4;3;0;123;2;22.58;20.9;19.73;17.56;4.52;1.51;7.86;1.67;2.51;0.67;0.5;0;16.78;0.33
29002;29;Arzano;1014;859;830;154;170;219;135;32;6;84;6;16;6;2;0;155;11;18.55;20.48;26.39;16.27;3.86;0.72;10.12;0.72;1.93;0.72;0.24;0;15.29;1.33
29003;29;Audierne;3315;2627;2574;378;432;756;594;90;32;234;13;32;10;3;0;688;11;14.69;16.78;29.37;23.08;3.5;1.24;9.09;0.51;1.24;0.39;0.12;0;20.75;0.43
29004;29;Bannalec;4332;3573;3463;597;811;882;467;135;45;373;24;86;38;5;0;759;39;17.24;23.42;25.47;13.49;3.9;1.3;10.77;0.69;2.48;1.1;0.14;0;17.52;1.13
29005;29;Baye;959;841;821;133;168;238;129;34;8;85;7;14;5;0;0;118;6;16.2;20.46;28.99;15.71;4.14;0.97;10.35;0.85;1.71;0.61;0;0;12.3;0.73
29006;29;Bénodet;3065;2654;2611;326;244;777;939;120;29;136;15;13;9;3;0;411;24;12.49;9.35;29.76;35.96;4.6;1.11;5.21;0.57;0.5;0.34;0.11;0;13.41;0.92
29007;29;Berrien;702;569;553;73;222;103;45;22;10;49;4;20;3;2;0;133;6;13.2;40.14;18.63;8.14;3.98;1.81;8.86;0.72;3.62;0.54;0.36;0;18.95;1.08
29008;29;Beuzec-Cap-Sizun;804;691;663;106;103;168;164;29;16;53;2;13;8;1;0;113;7;15.99;15.54;25.34;24.74;4.37;2.41;7.99;0.3;1.96;1.21;0.15;0;14.05;1.06
29010;29;Bodilis;1052;944;909;149;119;242;229;48;12;83;5;14;8;0;0;108;8;16.39;13.09;26.62;25.19;5.28;1.32;9.13;0.55;1.54;0.88;0;0;10.27;0.88
29011;29;Bohars;2695;2315;2275;224;391;806;453;94;19;243;14;22;5;4;0;380;4;9.85;17.19;35.43;19.91;4.13;0.84;10.68;0.62;0.97;0.22;0.18;0;14.1;0.18
29012;29;Bolazec;156;136;130;16;46;29;9;6;5;16;1;1;1;0;0;20;4;12.31;35.38;22.31;6.92;4.62;3.85;12.31;0.77;0.77;0.77;0;0;12.82;3.08
29013;29;Botmeur;179;134;127;7;42;38;8;3;0;19;2;7;1;0;0;45;3;5.51;33.07;29.92;6.3;2.36;0;14.96;1.57;5.51;0.79;0;0;25.14;2.36
29014;29;Botsorhel;356;295;290;49;80;79;21;5;2;40;0;10;2;2;0;61;3;16.9;27.59;27.24;7.24;1.72;0.69;13.79;0;3.45;0.69;0.69;0;17.13;1.03
