dep,insee,nb_inscrits,nb_votants,nb_exprimes,nbvoix_1,nbvoix_2,participation,voix_1,voix_2,com
69,69001,259,230,227,46,75,88.8,20.26,33.04,Affoux
69,69002,224,177,170,34,50,79.02,20.00,29.41,Aigueperse
69,69003,1665,1348,1320,338,239,80.96,25.61,18.11,Albigny-sur-Saône
69,69004,455,373,360,96,88,81.98,26.67,24.44,Alix
69,69005,420,357,342,64,126,85,18.71,36.84,Ambérieux
69,69006,3591,2849,2763,545,767,79.34,19.72,27.76,Amplepuis
69,69007,1994,1684,1636,378,462,84.45,23.11,28.24,Ampuis
69,69008,466,411,398,70,95,88.2,17.59,23.87,Ancy
69,69009,4571,3703,3627,958,756,81.01,26.41,20.84,Anse
69,69010,4131,3230,3141,808,564,78.19,25.72,17.96,L'Arbresle
69,69012,508,437,423,82,126,86.02,19.39,29.79,Les Ardillats
69,69013,2644,2091,2036,413,589,79.08,20.28,28.93,Arnas
69,69014,786,670,662,145,159,85.24,21.90,24.02,Aveize
69,69015,115,98,95,19,5,85.22,20.00,5.26,Avenas
69,69016,128,110,105,21,29,85.94,20.00,27.62,Azolette
69,69017,589,473,464,100,98,80.31,21.55,21.12,Bagnols
69,69018,1331,1010,983,212,256,75.88,21.57,26.04,Beaujeu
69,69019,4720,3568,3460,777,923,75.59,22.46,26.68,Belleville
69,69020,494,413,405,111,96,83.6,27.41,23.70,Belmont-d'Azergues
69,69021,1632,1385,1346,302,264,84.87,22.44,19.61,Bessenay
69,69022,377,330,321,60,81,87.53,18.69,25.23,Bibost
69,69023,1133,956,936,194,243,84.38,20.73,25.96,Blacé
69,69024,3078,2564,2502,666,516,83.3,26.62,20.62,Val d'Oingt
69,69026,344,296,291,64,75,86.05,21.99,25.77,Le Breuil
69,69027,8807,6691,6542,1839,1052,75.97,28.11,16.08,Brignais
69,69028,4416,3754,3683,1004,605,85.01,27.26,16.43,Brindas
69,69029,21948,16860,16585,4457,2684,76.82,26.87,16.18,Bron
69,69030,622,528,509,81,127,84.89,15.91,24.95,Brullioles
69,69031,853,740,717,147,176,86.75,20.50,24.55,Brussieu
69,69032,1448,1181,1151,245,296,81.56,21.29,25.72,Bully
69,69033,1970,1744,1707,473,266,88.53,27.71,15.58,Cailloux-sur-Fontaines
69,69034,31790,23684,23293,7086,2569,74.5,30.42,11.03,Caluire-et-Cuire
69,69035,313,259,253,72,42,82.75,28.46,16.60,Cenves
69,69036,764,642,617,109,189,84.03,17.67,30.63,Cercié
69,69037,580,480,468,81,136,82.76,17.31,29.06,Chambost-Allières
69,69038,694,574,560,83,128,82.71,14.82,22.86,Chambost-Longessaigne
69,69039,487,405,388,79,101,83.16,20.36,26.03,Chamelet
69,69040,3825,3111,3056,859,411,81.33,28.11,13.45,Champagne-au-Mont-d'Or
69,69042,416,370,361,71,94,88.94,19.67,26.04,La Chapelle-sur-Coise
69,69043,6494,5616,5530,1707,729,86.48,30.87,13.18,Chaponost
69,69044,4299,3525,3494,964,301,82,27.59,8.61,Charbonnières-les-Bains
69,69045,887,733,713,147,202,82.64,20.62,28.33,Charentay
69,69046,3686,3157,3087,935,372,85.65,30.29,12.05,Charly
69,69047,710,589,568,156,63,82.96,27.46,11.09,Charnay
69,69048,1051,900,875,212,244,85.63,24.23,27.89,Chassagny
69,69049,2286,1854,1818,479,244,81.1,26.35,13.42,Chasselay
69,69050,1645,1361,1342,316,241,82.74,23.55,17.96,Châtillon
69,69051,839,732,709,173,123,87.25,24.40,17.35,Chaussan
69,69052,3281,2702,2635,772,384,82.35,29.30,14.57,Chazay-d'Azergues
69,69053,420,344,336,72,76,81.9,21.43,22.62,Chénas
69,69054,294,249,240,49,93,84.69,20.42,38.75,Chénelette
69,69055,982,846,827,201,205,86.15,24.30,24.79,Les Chères
69,69056,1352,1145,1114,269,249,84.69,24.15,22.35,Chessy-les-Mines
69,69057,439,380,377,80,67,86.56,21.22,17.77,Chevinay
69,69058,301,250,244,43,62,83.06,17.62,25.41,Chiroubles
69,69059,1092,920,905,242,190,84.25,26.74,20.99,Civrieux-d'Azergues
69,69060,461,382,370,76,130,82.86,20.54,35.14,Claveisolles
69,69061,928,768,756,163,173,82.76,21.56,22.88,Cogny
69,69062,608,529,510,107,104,87.01,20.98,20.39,Coise
