insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
65001;65;Adast;242;208;200;53;38;44;36;3;12;9;1;4;0;0;0;34;0;26.5;19;22;18;1.5;6;4.5;0.5;2;0;0;0;14.05;0
65002;65;Adé;597;535;516;122;88;133;79;30;34;19;4;3;4;0;0;62;4;23.64;17.05;25.78;15.31;5.81;6.59;3.68;0.78;0.58;0.78;0;0;10.39;0.78
65003;65;Adervielle-Pouchergues;110;91;87;6;28;23;8;3;8;9;0;2;0;0;0;19;1;6.9;32.18;26.44;9.2;3.45;9.2;10.34;0;2.3;0;0;0;17.27;1.15
65004;65;Agos-Vidalos;364;320;313;62;76;81;36;18;14;22;0;3;1;0;0;44;1;19.81;24.28;25.88;11.5;5.75;4.47;7.03;0;0.96;0.32;0;0;12.09;0.32
65005;65;Allier;363;310;305;47;79;91;22;23;14;20;3;2;2;2;0;53;2;15.41;25.9;29.84;7.21;7.54;4.59;6.56;0.98;0.66;0.66;0.66;0;14.6;0.66
65006;65;Ancizan;275;204;193;27;37;50;40;6;23;5;3;2;0;0;0;71;2;13.99;19.17;25.91;20.73;3.11;11.92;2.59;1.55;1.04;0;0;0;25.82;1.04
65007;65;Andrest;1142;952;928;193;249;206;129;35;38;60;3;10;3;2;0;190;6;20.8;26.83;22.2;13.9;3.77;4.09;6.47;0.32;1.08;0.32;0.22;0;16.64;0.65
65009;65;Anères;163;133;126;12;29;44;6;2;11;12;2;7;0;1;0;30;4;9.52;23.02;34.92;4.76;1.59;8.73;9.52;1.59;5.56;0;0.79;0;18.4;3.17
65010;65;Angos;196;169;168;26;32;51;25;11;3;15;0;4;1;0;0;27;1;15.48;19.05;30.36;14.88;6.55;1.79;8.93;0;2.38;0.6;0;0;13.78;0.6
65011;65;Les Angles;124;112;112;26;21;24;25;7;5;1;3;0;0;0;0;12;0;23.21;18.75;21.43;22.32;6.25;4.46;0.89;2.68;0;0;0;0;9.68;0
65012;65;Anla;62;49;46;10;7;16;3;3;1;1;1;0;3;1;0;13;1;21.74;15.22;34.78;6.52;6.52;2.17;2.17;2.17;0;6.52;2.17;0;20.97;2.17
65013;65;Ansost;54;40;39;14;3;8;8;3;2;1;0;0;0;0;0;14;0;35.9;7.69;20.51;20.51;7.69;5.13;2.56;0;0;0;0;0;25.93;0
65014;65;Antichan;39;36;36;6;10;7;1;0;6;6;0;0;0;0;0;3;0;16.67;27.78;19.44;2.78;0;16.67;16.67;0;0;0;0;0;7.69;0
65015;65;Antin;95;75;73;20;8;9;15;6;5;9;0;1;0;0;0;20;0;27.4;10.96;12.33;20.55;8.22;6.85;12.33;0;1.37;0;0;0;21.05;0
65016;65;Antist;125;108;106;14;34;28;8;7;5;7;0;2;0;1;0;17;1;13.21;32.08;26.42;7.55;6.6;4.72;6.6;0;1.89;0;0.94;0;13.6;0.94
65017;65;Aragnouet;268;209;203;37;48;49;21;9;12;18;2;3;3;1;0;59;1;18.23;23.65;24.14;10.34;4.43;5.91;8.87;0.99;1.48;1.48;0.49;0;22.01;0.49
65018;65;Arbéost;102;78;77;14;10;9;8;3;24;7;1;1;0;0;0;24;1;18.18;12.99;11.69;10.39;3.9;31.17;9.09;1.3;1.3;0;0;0;23.53;1.3
65019;65;Arcizac-Adour;426;362;358;68;63;113;43;19;19;28;0;4;1;0;0;64;2;18.99;17.6;31.56;12.01;5.31;5.31;7.82;0;1.12;0.28;0;0;15.02;0.56
65020;65;Arcizac-ez-Angles;196;180;171;39;37;44;18;13;15;4;0;0;0;1;0;16;3;22.81;21.64;25.73;10.53;7.6;8.77;2.34;0;0;0;0.58;0;8.16;1.75
65021;65;Arcizans-Avant;355;310;307;56;56;98;35;11;22;23;0;4;1;1;0;45;0;18.24;18.24;31.92;11.4;3.58;7.17;7.49;0;1.3;0.33;0.33;0;12.68;0
65022;65;Arcizans-Dessus;101;88;83;3;16;37;2;8;10;6;0;1;0;0;0;13;1;3.61;19.28;44.58;2.41;9.64;12.05;7.23;0;1.2;0;0;0;12.87;1.2
65023;65;Ardengost;21;16;16;1;5;5;0;0;1;4;0;0;0;0;0;5;0;6.25;31.25;31.25;0;0;6.25;25;0;0;0;0;0;23.81;0
