dep,insee,nb_inscrits,nb_votants,nb_exprimes,nbvoix_1,nbvoix_2,participation,voix_1,voix_2,com
46,46001,456,361,352,80,47,79.17,22.73,13.35,Albas
46,46002,81,65,60,13,13,80.25,21.67,21.67,Albiac
46,46003,574,508,492,126,61,88.5,25.61,12.40,Alvignac
46,46004,173,152,147,31,24,87.86,21.09,16.33,Anglars
46,46005,278,230,220,64,33,82.73,29.09,15.00,Anglars-Juillac
46,46006,303,247,239,42,45,81.52,17.57,18.83,Anglars-Nozac
46,46007,713,603,593,142,87,84.57,23.95,14.67,Arcambal
46,46008,160,141,134,40,12,88.13,29.85,8.96,Les Arques
46,46009,478,417,411,112,44,87.24,27.25,10.71,Assier
46,46010,278,250,246,62,40,89.93,25.20,16.26,Aujols
46,46011,289,256,252,65,40,88.58,25.79,15.87,Autoire
46,46012,475,411,391,102,45,86.53,26.09,11.51,Aynac
46,46013,168,148,141,35,21,88.1,24.82,14.89,Bach
46,46014,171,145,142,32,14,84.8,22.54,9.86,Bagat-en-Quercy
46,46015,1240,988,944,281,191,79.68,29.77,20.23,Bagnac-sur-Célé
46,46016,339,297,283,63,51,87.61,22.26,18.02,Baladou
46,46017,122,112,108,25,10,91.8,23.15,9.26,Bannes
46,46018,119,104,104,18,23,87.39,17.31,22.12,Le Bastit
46,46020,205,184,176,36,11,89.76,20.45,6.25,Beauregard
46,46021,614,521,505,130,70,84.85,25.74,13.86,Béduer
46,46022,186,167,158,40,12,89.78,25.32,7.59,Bélaye
46,46023,398,336,325,63,69,84.42,19.38,21.23,Belfort-du-Quercy
46,46024,301,259,248,67,33,86.05,27.02,13.31,Belmont-Bretenoux
46,46026,109,94,94,10,25,86.24,10.64,26.60,Belmont-Sainte-Foi
46,46027,104,90,87,35,6,86.54,40.23,6.90,Berganty
46,46028,776,659,631,185,107,84.92,29.32,16.96,Bétaille
46,46029,1436,1184,1153,282,193,82.45,24.46,16.74,Biars-sur-Cère
46,46030,285,265,250,54,30,92.98,21.60,12.00,Bio
46,46031,126,103,102,14,16,81.75,13.73,15.69,Blars
46,46032,311,260,253,68,56,83.6,26.88,22.13,Boissières
46,46033,161,143,138,14,26,88.82,10.14,18.84,Le Boulvé
46,46034,253,225,215,51,43,88.93,23.72,20.00,Le Bourg
46,46035,148,134,132,41,12,90.54,31.06,9.09,Boussac
46,46036,104,89,85,19,8,85.58,22.35,9.41,Le Bouyssou
46,46037,81,72,70,13,10,88.89,18.57,14.29,Bouziès
46,46038,1028,873,840,256,129,84.92,30.48,15.36,Bretenoux
46,46039,168,144,142,44,16,85.71,30.99,11.27,Brengues
46,46040,177,158,148,42,18,89.27,28.38,12.16,Cabrerets
46,46041,144,130,124,32,26,90.28,25.81,20.97,Cadrieu
46,46042,13896,10931,10717,3041,1562,78.66,28.38,14.57,Cahors
46,46043,175,147,139,43,17,84,30.94,12.23,Cahus
46,46044,481,407,401,88,70,84.62,21.95,17.46,Caillac
46,46045,967,822,799,179,127,85.01,22.40,15.89,Cajarc
46,46046,361,317,310,84,64,87.81,27.10,20.65,Calamane
46,46047,165,144,141,33,28,87.27,23.40,19.86,Calès
46,46049,179,164,160,48,25,91.62,30.00,15.63,Calvignac
46,46050,141,120,120,31,26,85.11,25.83,21.67,Cambayrac
46,46051,288,253,244,58,33,87.85,23.77,13.52,Cambes
46,46052,201,178,171,46,31,88.56,26.90,18.13,Camboulit
46,46053,331,285,278,69,44,86.1,24.82,15.83,Camburat
46,46054,230,196,191,47,29,85.22,24.61,15.18,Caniac-du-Causse
46,46055,917,767,748,183,100,83.64,24.47,13.37,Capdenac
46,46056,79,64,60,15,7,81.01,25.00,11.67,Carayac
46,46057,476,384,367,79,49,80.67,21.53,13.35,Cardaillac
46,46058,345,300,287,96,36,86.96,33.45,12.54,Carennac
46,46059,191,166,166,40,29,86.91,24.10,17.47,Carlucet
46,46060,208,176,173,35,42,84.62,20.23,24.28,Carnac-Rouffiac
46,46061,147,127,123,30,35,86.39,24.39,28.46,Cassagnes
46,46062,258,220,214,52,45,85.27,24.30,21.03,Castelfranc
46,46063,1562,1311,1274,292,271,83.93,22.92,21.27,Castelnau Montratier-Sainte Alauzie
46,46064,647,528,516,121,92,81.61,23.45,17.83,Catus
46,46065,340,296,283,80,51,87.06,28.27,18.02,Cavagnac
46,46066,446,372,364,60,73,83.41,16.48,20.05,Cazals
46,46067,374,331,322,92,40,88.5,28.57,12.42,Cazillac
46,46068,167,145,142,36,12,86.83,25.35,8.45,Cénevières
46,46069,157,140,136,26,40,89.17,19.12,29.41,Cézac
46,46070,394,344,339,88,66,87.31,25.96,19.47,Cieurac
46,46072,298,247,235,46,43,82.89,19.57,18.30,Concorès
46,46073,370,312,309,52,52,84.32,16.83,16.83,Concots
46,46074,291,245,239,72,50,84.19,30.13,20.92,Condat
46,46075,179,162,161,50,12,90.5,31.06,7.45,Corn
46,46076,287,260,253,85,41,90.59,33.60,16.21,Cornac
46,46078,90,76,73,12,6,84.44,16.44,8.22,Couzou
46,46079,80,69,69,7,15,86.25,10.14,21.74,Cras
46,46080,535,474,457,107,93,88.6,23.41,20.35,Crayssac
46,46081,71,54,50,10,6,76.06,20.00,12.00,Crégols
46,46082,290,263,257,65,37,90.69,25.29,14.40,Cremps
46,46083,518,442,427,114,84,85.33,26.70,19.67,Cressensac
46,46084,266,236,227,52,38,88.72,22.91,16.74,Creysse
46,46085,171,151,145,33,21,88.3,22.76,14.48,Cuzac
46,46086,472,435,415,108,74,92.16,26.02,17.83,Cuzance
46,46087,538,440,433,72,109,81.78,16.63,25.17,Dégagnac
46,46088,675,590,578,150,77,87.41,25.95,13.32,Douelle
46,46089,689,535,522,125,104,77.65,23.95,19.92,Duravel
46,46090,125,110,108,26,9,88,24.07,8.33,Durbans
46,46091,160,140,138,43,22,87.5,31.16,15.94,Escamps
46,46092,180,162,158,33,30,90,20.89,18.99,Esclauzels
46,46093,86,76,71,24,9,88.37,33.80,12.68,Espagnac-Sainte-Eulalie
46,46094,237,202,194,47,20,85.23,24.23,10.31,Espédaillac
46,46095,761,656,643,169,95,86.2,26.28,14.77,Espère
46,46096,106,89,87,19,14,83.96,21.84,16.09,Espeyroux
46,46097,93,79,74,28,9,84.95,37.84,12.16,Estal
46,46098,248,212,208,40,25,85.48,19.23,12.02,Fajoles
46,46099,126,109,107,21,26,86.51,19.63,24.30,Fargues
46,46100,555,500,486,178,47,90.09,36.63,9.67,Faycelles
46,46101,343,288,281,86,52,83.97,30.60,18.51,Felzins
46,46102,6731,5281,5158,1567,605,78.46,30.38,11.73,Figeac
46,46103,803,689,669,124,124,85.8,18.54,18.54,Saint-Paul-Flaugnac
46,46104,99,81,81,14,19,81.82,17.28,23.46,Flaujac-Gare
46,46105,640,572,554,148,94,89.38,26.71,16.97,Flaujac-Poujols
46,46106,238,192,185,50,17,80.67,27.03,9.19,Floirac
46,46107,140,122,118,15,29,87.14,12.71,24.58,Floressas
46,46108,365,301,297,79,64,82.47,26.60,21.55,Fons
46,46109,355,322,311,59,79,90.7,18.97,25.40,Fontanes
46,46111,126,104,100,32,8,82.54,32.00,8.00,Fourmagnac
46,46112,193,164,161,29,31,84.97,18.01,19.25,Francoulès
46,46113,258,218,215,44,51,84.5,20.47,23.72,Frayssinet
46,46114,324,269,250,54,65,83.02,21.60,26.00,Frayssinet-le-Gélat
46,46115,149,125,120,31,14,83.89,25.83,11.67,Frayssinhes
46,46116,54,48,46,13,5,88.89,28.26,10.87,Frontenac
46,46117,590,489,481,151,66,82.88,31.39,13.72,Gagnac-sur-Cère
46,46118,568,494,486,139,80,86.97,28.60,16.46,Gignac
46,46119,198,174,170,35,26,87.88,20.59,15.29,Gigouzac
46,46120,257,213,208,56,31,82.88,26.92,14.90,Gindou
46,46121,150,118,117,29,26,78.67,24.79,22.22,Ginouillac
46,46122,76,69,65,13,11,90.79,20.00,16.92,Gintrac
