insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
53001;53;Ahuillé;1382;1197;1155;166;166;348;292;70;12;71;7;10;12;1;0;185;8;14.37;14.37;30.13;25.28;6.06;1.04;6.15;0.61;0.87;1.04;0.09;0;13.39;0.69
53002;53;Alexain;347;309;293;65;41;59;61;27;5;25;0;1;8;1;0;38;6;22.18;13.99;20.14;20.82;9.22;1.71;8.53;0;0.34;2.73;0.34;0;10.95;2.05
53003;53;Ambrières-les-Vallées;2113;1710;1647;227;242;447;434;86;22;114;6;45;20;4;0;403;14;13.78;14.69;27.14;26.35;5.22;1.34;6.92;0.36;2.73;1.21;0.24;0;19.07;0.85
53004;53;Ampoigné;360;323;314;55;45;51;119;25;0;9;1;7;2;0;0;37;2;17.52;14.33;16.24;37.9;7.96;0;2.87;0.32;2.23;0.64;0;0;10.28;0.64
53005;53;Andouillé;1702;1415;1371;261;238;360;293;62;12;91;9;27;15;3;0;287;6;19.04;17.36;26.26;21.37;4.52;0.88;6.64;0.66;1.97;1.09;0.22;0;16.86;0.44
53006;53;Argenton-Notre-Dame;144;124;120;36;13;29;29;4;1;7;0;0;1;0;0;20;1;30;10.83;24.17;24.17;3.33;0.83;5.83;0;0;0.83;0;0;13.89;0.83
53007;53;Argentré;2100;1801;1753;316;303;475;393;89;12;118;14;18;14;1;0;299;14;18.03;17.28;27.1;22.42;5.08;0.68;6.73;0.8;1.03;0.8;0.06;0;14.24;0.8
53008;53;Aron;1422;1237;1208;227;131;335;318;75;9;74;7;19;10;3;0;185;9;18.79;10.84;27.73;26.32;6.21;0.75;6.13;0.58;1.57;0.83;0.25;0;13.01;0.75
53009;53;Arquenay;485;405;396;78;57;73;134;21;1;24;0;4;3;1;0;80;2;19.7;14.39;18.43;33.84;5.3;0.25;6.06;0;1.01;0.76;0.25;0;16.49;0.51
53010;53;Assé-le-Bérenger;299;254;247;101;25;49;48;11;2;4;2;4;1;0;0;45;1;40.89;10.12;19.84;19.43;4.45;0.81;1.62;0.81;1.62;0.4;0;0;15.05;0.4
