insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
40001;40;Aire-sur-l'Adour;4466;3647;3542;663;561;966;680;154;163;256;33;43;18;5;0;819;49;18.72;15.84;27.27;19.2;4.35;4.6;7.23;0.93;1.21;0.51;0.14;0;18.34;1.38
40002;40;Amou;1184;999;966;162;184;244;201;33;48;75;5;9;4;1;0;185;32;16.77;19.05;25.26;20.81;3.42;4.97;7.76;0.52;0.93;0.41;0.1;0;15.63;3.31
40003;40;Angoumé;228;194;187;32;53;46;25;8;7;13;0;2;1;0;0;34;1;17.11;28.34;24.6;13.37;4.28;3.74;6.95;0;1.07;0.53;0;0;14.91;0.53
40004;40;Angresse;1462;1190;1154;184;236;315;214;55;42;84;9;9;5;1;0;272;11;15.94;20.45;27.3;18.54;4.77;3.64;7.28;0.78;0.78;0.43;0.09;0;18.6;0.95
40005;40;Arboucave;151;130;127;14;12;33;40;4;11;10;0;2;1;0;0;21;0;11.02;9.45;25.98;31.5;3.15;8.66;7.87;0;1.57;0.79;0;0;13.91;0
40006;40;Arengosse;577;476;460;92;104;94;73;16;20;43;1;12;5;0;0;101;1;20;22.61;20.43;15.87;3.48;4.35;9.35;0.22;2.61;1.09;0;0;17.5;0.22
40007;40;Argelos;148;123;117;30;27;24;14;1;11;8;0;0;2;0;0;25;1;25.64;23.08;20.51;11.97;0.85;9.4;6.84;0;0;1.71;0;0;16.89;0.85
40008;40;Argelouse;76;63;63;6;14;16;16;2;1;2;1;4;1;0;0;13;0;9.52;22.22;25.4;25.4;3.17;1.59;3.17;1.59;6.35;1.59;0;0;17.11;0
40009;40;Arjuzanx;172;138;132;16;40;33;22;3;6;8;0;3;1;0;0;34;0;12.12;30.3;25;16.67;2.27;4.55;6.06;0;2.27;0.76;0;0;19.77;0
40011;40;Arsague;286;248;246;46;54;51;42;7;19;25;1;0;1;0;0;38;1;18.7;21.95;20.73;17.07;2.85;7.72;10.16;0.41;0;0.41;0;0;13.29;0.41
