insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
70001;70;Abelcourt;269;212;207;80;30;39;30;13;2;4;3;4;2;0;0;57;1;38.65;14.49;18.84;14.49;6.28;0.97;1.93;1.45;1.93;0.97;0;0;21.19;0.48
70002;70;Aboncourt-Gesincourt;185;157;154;45;22;28;36;8;2;9;0;3;0;1;0;28;0;29.22;14.29;18.18;23.38;5.19;1.3;5.84;0;1.95;0;0.65;0;15.14;0
70003;70;Achey;66;58;58;29;4;8;9;2;0;4;1;1;0;0;0;8;0;50;6.9;13.79;15.52;3.45;0;6.9;1.72;1.72;0;0;0;12.12;0
70004;70;Adelans-et-le-Val-de-Bithaine;239;210;203;83;34;21;34;17;1;10;1;0;2;0;0;29;7;40.89;16.75;10.34;16.75;8.37;0.49;4.93;0.49;0;0.99;0;0;12.13;3.45
70005;70;Aillevans;99;80;76;23;6;14;20;6;1;2;0;4;0;0;0;19;1;30.26;7.89;18.42;26.32;7.89;1.32;2.63;0;5.26;0;0;0;19.19;1.32
70006;70;Aillevillers-et-Lyaumont;1117;897;866;334;141;137;111;57;10;46;12;7;9;2;0;220;8;38.57;16.28;15.82;12.82;6.58;1.15;5.31;1.39;0.81;1.04;0.23;0;19.7;0.92
70007;70;Ailloncourt;226;179;170;62;27;34;35;3;1;5;0;0;3;0;0;47;4;36.47;15.88;20;20.59;1.76;0.59;2.94;0;0;1.76;0;0;20.8;2.35
70008;70;Ainvelle;155;126;122;50;20;15;25;4;1;5;0;1;1;0;0;29;4;40.98;16.39;12.3;20.49;3.28;0.82;4.1;0;0.82;0.82;0;0;18.71;3.28
70009;70;Aisey-et-Richecourt;87;78;75;21;12;10;21;5;0;1;1;2;2;0;0;9;1;28;16;13.33;28;6.67;0;1.33;1.33;2.67;2.67;0;0;10.34;1.33
70010;70;Alaincourt;80;70;64;26;6;9;16;3;0;2;2;0;0;0;0;10;4;40.63;9.38;14.06;25;4.69;0;3.13;3.13;0;0;0;0;12.5;6.25
70011;70;Amage;277;246;239;72;38;66;35;13;2;8;1;3;1;0;0;31;6;30.13;15.9;27.62;14.64;5.44;0.84;3.35;0.42;1.26;0.42;0;0;11.19;2.51
70012;70;Amance;480;402;384;128;46;88;52;27;8;20;1;9;4;1;0;78;7;33.33;11.98;22.92;13.54;7.03;2.08;5.21;0.26;2.34;1.04;0.26;0;16.25;1.82
70013;70;Ambiévillers;70;50;48;14;8;6;9;4;2;3;1;0;1;0;0;20;1;29.17;16.67;12.5;18.75;8.33;4.17;6.25;2.08;0;2.08;0;0;28.57;2.08
70014;70;Amblans-et-Velotte;280;245;233;74;43;62;23;9;0;14;3;1;0;4;0;35;7;31.76;18.45;26.61;9.87;3.86;0;6.01;1.29;0.43;0;1.72;0;12.5;3
70015;70;Amoncourt;241;187;184;74;19;42;20;12;2;4;1;6;4;0;0;54;0;40.22;10.33;22.83;10.87;6.52;1.09;2.17;0.54;3.26;2.17;0;0;22.41;0
70016;70;Amont-et-Effreney;161;135;129;32;8;25;32;8;3;8;2;6;5;0;0;26;2;24.81;6.2;19.38;24.81;6.2;2.33;6.2;1.55;4.65;3.88;0;0;16.15;1.55
70017;70;Anchenoncourt-et-Chazel;190;160;155;63;12;26;36;6;3;3;1;1;4;0;0;30;1;40.65;7.74;16.77;23.23;3.87;1.94;1.94;0.65;0.65;2.58;0;0;15.79;0.65
70018;70;Ancier;352;311;304;108;37;55;72;16;1;7;3;3;2;0;0;41;4;35.53;12.17;18.09;23.68;5.26;0.33;2.3;0.99;0.99;0.66;0;0;11.65;1.32
70019;70;Andelarre;134;120;117;30;20;24;24;8;0;9;0;0;2;0;0;14;1;25.64;17.09;20.51;20.51;6.84;0;7.69;0;0;1.71;0;0;10.45;0.85
70020;70;Andelarrot;161;136;128;47;14;33;22;5;0;5;0;0;2;0;0;25;3;36.72;10.94;25.78;17.19;3.91;0;3.91;0;0;1.56;0;0;15.53;2.34
70021;70;Andornay;148;120;117;38;21;16;13;15;0;6;1;4;2;1;0;28;1;32.48;17.95;13.68;11.11;12.82;0;5.13;0.85;3.42;1.71;0.85;0;18.92;0.85
70022;70;Angirey;112;94;91;18;35;9;21;5;1;0;0;0;2;0;0;18;1;19.78;38.46;9.89;23.08;5.49;1.1;0;0;0;2.2;0;0;16.07;1.1
70023;70;Anjeux;139;118;117;47;9;30;16;6;0;5;3;0;1;0;0;21;0;40.17;7.69;25.64;13.68;5.13;0;4.27;2.56;0;0.85;0;0;15.11;0
70024;70;Apremont;375;328;319;124;38;64;51;16;3;10;0;11;2;0;0;47;4;38.87;11.91;20.06;15.99;5.02;0.94;3.13;0;3.45;0.63;0;0;12.53;1.25
70025;70;Arbecey;210;162;160;60;30;22;27;12;1;2;3;2;1;0;0;48;0;37.5;18.75;13.75;16.88;7.5;0.63;1.25;1.88;1.25;0.63;0;0;22.86;0
70026;70;Arc-lès-Gray;1898;1489;1441;423;249;321;240;77;18;70;7;18;12;6;0;409;12;29.35;17.28;22.28;16.66;5.34;1.25;4.86;0.49;1.25;0.83;0.42;0;21.55;0.83
70027;70;Argillières;64;52;50;15;2;10;13;4;2;0;2;2;0;0;0;12;2;30;4;20;26;8;4;0;4;4;0;0;0;18.75;4
70028;70;Aroz;138;120;120;24;21;25;26;9;5;7;1;0;2;0;0;18;0;20;17.5;20.83;21.67;7.5;4.17;5.83;0.83;0;1.67;0;0;13.04;0
70029;70;Arpenans;178;137;136;52;16;23;26;4;1;6;1;4;3;0;0;41;0;38.24;11.76;16.91;19.12;2.94;0.74;4.41;0.74;2.94;2.21;0;0;23.03;0
70030;70;Arsans;39;33;32;12;1;4;11;2;0;1;0;1;0;0;0;6;0;37.5;3.13;12.5;34.38;6.25;0;3.13;0;3.13;0;0;0;15.38;0
70031;70;Athesans-Etroitefontaine;511;411;399;120;55;68;89;31;2;19;1;5;9;0;0;100;5;30.08;13.78;17.04;22.31;7.77;0.5;4.76;0.25;1.25;2.26;0;0;19.57;1.25
70032;70;Attricourt;34;27;27;9;2;2;7;2;0;4;0;1;0;0;0;7;0;33.33;7.41;7.41;25.93;7.41;0;14.81;0;3.7;0;0;0;20.59;0
70035;70;Augicourt;126;99;94;25;13;17;31;2;1;3;0;1;0;1;0;27;1;26.6;13.83;18.09;32.98;2.13;1.06;3.19;0;1.06;0;1.06;0;21.43;1.06
70036;70;Aulx-lès-Cromary;121;90;81;35;7;15;7;10;0;4;1;0;2;0;0;31;4;43.21;8.64;18.52;8.64;12.35;0;4.94;1.23;0;2.47;0;0;25.62;4.94
70037;70;Autet;230;179;175;43;17;31;52;17;3;4;6;0;2;0;0;51;2;24.57;9.71;17.71;29.71;9.71;1.71;2.29;3.43;0;1.14;0;0;22.17;1.14
70038;70;Authoison;255;213;204;61;31;38;35;16;2;14;3;3;1;0;0;42;9;29.9;15.2;18.63;17.16;7.84;0.98;6.86;1.47;1.47;0.49;0;0;16.47;4.41
70039;70;Autoreille;245;211;206;88;42;31;18;14;2;5;0;3;3;0;0;34;3;42.72;20.39;15.05;8.74;6.8;0.97;2.43;0;1.46;1.46;0;0;13.88;1.46
70040;70;Autrey-lès-Cerre;182;155;148;42;24;29;30;7;5;6;0;2;1;2;0;27;0;28.38;16.22;19.59;20.27;4.73;3.38;4.05;0;1.35;0.68;1.35;0;14.84;0
70041;70;Autrey-lès-Gray;320;248;239;84;29;46;54;6;5;5;3;2;4;1;0;72;4;35.15;12.13;19.25;22.59;2.51;2.09;2.09;1.26;0.84;1.67;0.42;0;22.5;1.67
70042;70;Autrey-le-Vay;67;62;62;21;7;18;9;4;0;2;0;0;1;0;0;5;0;33.87;11.29;29.03;14.52;6.45;0;3.23;0;0;1.61;0;0;7.46;0
70043;70;Auvet-et-la-Chapelotte;237;179;175;68;25;31;23;13;1;1;4;6;1;2;0;58;3;38.86;14.29;17.71;13.14;7.43;0.57;0.57;2.29;3.43;0.57;1.14;0;24.47;1.71
70044;70;Auxon;335;291;285;89;33;61;66;18;5;7;1;3;2;0;0;44;0;31.23;11.58;21.4;23.16;6.32;1.75;2.46;0.35;1.05;0.7;0;0;13.13;0
70045;70;Avrigney-Virey;339;287;282;87;54;54;48;16;6;12;2;0;3;0;0;52;2;30.85;19.15;19.15;17.02;5.67;2.13;4.26;0.71;0;1.06;0;0;15.34;0.71
70046;70;Les Aynans;278;233;219;79;37;38;32;19;0;6;3;3;2;0;0;45;14;36.07;16.89;17.35;14.61;8.68;0;2.74;1.37;1.37;0.91;0;0;16.19;6.39
70047;70;Baignes;80;66;63;18;8;6;13;10;2;4;1;1;0;0;0;14;3;28.57;12.7;9.52;20.63;15.87;3.17;6.35;1.59;1.59;0;0;0;17.5;4.76
70048;70;Bard-lès-Pesmes;126;104;104;32;13;22;24;5;3;1;0;3;1;0;0;22;0;30.77;12.5;21.15;23.08;4.81;2.88;0.96;0;2.88;0.96;0;0;17.46;0
70049;70;Barges;78;61;57;23;7;6;18;1;0;2;0;0;0;0;0;17;1;40.35;12.28;10.53;31.58;1.75;0;3.51;0;0;0;0;0;21.79;1.75
70050;70;La Barre;89;79;77;24;14;14;11;8;1;3;0;1;1;0;0;10;0;31.17;18.18;18.18;14.29;10.39;1.3;3.9;0;1.3;1.3;0;0;11.24;0
70051;70;La Basse-Vaivre;41;33;32;16;4;2;4;2;0;1;0;2;1;0;0;8;0;50;12.5;6.25;12.5;6.25;0;3.13;0;6.25;3.13;0;0;19.51;0
70052;70;Bassigney;123;102;99;38;25;13;12;9;0;0;1;1;0;0;0;21;1;38.38;25.25;13.13;12.12;9.09;0;0;1.01;1.01;0;0;0;17.07;1.01
70053;70;Les Bâties;78;57;57;20;10;11;7;1;0;3;0;5;0;0;0;21;0;35.09;17.54;19.3;12.28;1.75;0;5.26;0;8.77;0;0;0;26.92;0
70054;70;Battrans;195;171;162;39;31;34;25;19;2;8;0;3;1;0;0;24;2;24.07;19.14;20.99;15.43;11.73;1.23;4.94;0;1.85;0.62;0;0;12.31;1.23
70055;70;Baudoncourt;452;336;328;154;36;53;56;10;6;10;0;1;0;2;0;116;3;46.95;10.98;16.16;17.07;3.05;1.83;3.05;0;0.3;0;0.61;0;25.66;0.91
70056;70;Baulay;261;203;197;80;22;46;21;11;2;8;3;2;1;1;0;58;3;40.61;11.17;23.35;10.66;5.58;1.02;4.06;1.52;1.02;0.51;0.51;0;22.22;1.52
70057;70;Bay;90;86;82;30;11;8;23;5;0;4;0;0;0;1;0;4;0;36.59;13.41;9.76;28.05;6.1;0;4.88;0;0;0;1.22;0;4.44;0
70058;70;Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur;676;530;514;207;61;98;77;36;3;18;2;5;4;3;0;146;4;40.27;11.87;19.07;14.98;7;0.58;3.5;0.39;0.97;0.78;0.58;0;21.6;0.78
70059;70;Beaumotte-Aubertans;370;305;291;80;64;42;63;13;8;14;1;5;1;0;0;65;5;27.49;21.99;14.43;21.65;4.47;2.75;4.81;0.34;1.72;0.34;0;0;17.57;1.72
70060;70;Beaumotte-lès-Pin;237;213;205;54;24;36;52;16;2;11;0;7;3;0;0;24;3;26.34;11.71;17.56;25.37;7.8;0.98;5.37;0;3.41;1.46;0;0;10.13;1.46
70061;70;Belfahy;92;75;71;18;9;13;18;5;0;7;0;0;1;0;0;17;3;25.35;12.68;18.31;25.35;7.04;0;9.86;0;0;1.41;0;0;18.48;4.23
70062;70;Belmont;120;107;107;29;18;15;13;7;4;11;1;7;1;1;0;13;0;27.1;16.82;14.02;12.15;6.54;3.74;10.28;0.93;6.54;0.93;0.93;0;10.83;0
70063;70;Belonchamp;182;152;151;57;21;33;26;5;2;3;2;2;0;0;0;30;0;37.75;13.91;21.85;17.22;3.31;1.32;1.99;1.32;1.32;0;0;0;16.48;0
70064;70;Belverne;119;94;90;33;18;11;7;9;0;1;7;2;2;0;0;25;0;36.67;20;12.22;7.78;10;0;1.11;7.78;2.22;2.22;0;0;21.01;0
70065;70;Besnans;59;50;49;29;2;11;2;1;0;1;0;1;2;0;0;9;0;59.18;4.08;22.45;4.08;2.04;0;2.04;0;2.04;4.08;0;0;15.25;0
70066;70;Betaucourt;115;99;88;24;13;15;20;10;0;2;0;2;2;0;0;16;4;27.27;14.77;17.05;22.73;11.36;0;2.27;0;2.27;2.27;0;0;13.91;4.55
70067;70;Betoncourt-lès-Brotte;67;61;59;17;20;6;6;5;1;3;0;0;1;0;0;6;0;28.81;33.9;10.17;10.17;8.47;1.69;5.08;0;0;1.69;0;0;8.96;0
70069;70;Betoncourt-Saint-Pancras;55;44;43;17;4;8;8;2;1;3;0;0;0;0;0;11;0;39.53;9.3;18.6;18.6;4.65;2.33;6.98;0;0;0;0;0;20;0
70070;70;Betoncourt-sur-Mance;38;27;27;5;7;2;6;3;1;1;1;1;0;0;0;11;0;18.52;25.93;7.41;22.22;11.11;3.7;3.7;3.7;3.7;0;0;0;28.95;0
70071;70;Beulotte-Saint-Laurent;56;43;43;11;3;9;15;3;2;0;0;0;0;0;0;13;0;25.58;6.98;20.93;34.88;6.98;4.65;0;0;0;0;0;0;23.21;0
70072;70;Beveuge;59;51;51;19;3;10;12;1;0;5;0;1;0;0;0;8;0;37.25;5.88;19.61;23.53;1.96;0;9.8;0;1.96;0;0;0;13.56;0
70074;70;Blondefontaine;223;187;181;62;30;27;33;9;2;7;0;6;5;0;0;36;6;34.25;16.57;14.92;18.23;4.97;1.1;3.87;0;3.31;2.76;0;0;16.14;3.31
70075;70;Bonboillon;151;123;119;46;11;24;19;7;0;7;1;3;1;0;0;28;1;38.66;9.24;20.17;15.97;5.88;0;5.88;0.84;2.52;0.84;0;0;18.54;0.84
70076;70;Bonnevent-Velloreille;257;223;219;52;51;48;43;11;2;6;3;2;1;0;0;34;0;23.74;23.29;21.92;19.63;5.02;0.91;2.74;1.37;0.91;0.46;0;0;13.23;0
70077;70;Borey;202;157;153;39;26;27;35;7;2;13;1;0;2;1;0;45;1;25.49;16.99;17.65;22.88;4.58;1.31;8.5;0.65;0;1.31;0.65;0;22.28;0.65
70078;70;Bougey;76;70;68;18;9;12;25;1;0;1;0;1;1;0;0;6;1;26.47;13.24;17.65;36.76;1.47;0;1.47;0;1.47;1.47;0;0;7.89;1.47
70079;70;Bougnon;388;342;335;101;44;59;70;25;6;19;6;3;0;2;0;46;2;30.15;13.13;17.61;20.9;7.46;1.79;5.67;1.79;0.9;0;0.6;0;11.86;0.6
70080;70;Bouhans-et-Feurg;215;190;188;82;18;39;23;13;3;3;1;1;4;1;0;25;0;43.62;9.57;20.74;12.23;6.91;1.6;1.6;0.53;0.53;2.13;0.53;0;11.63;0
70081;70;Bouhans-lès-Lure;225;186;178;69;13;38;35;9;4;6;1;2;1;0;0;39;7;38.76;7.3;21.35;19.66;5.06;2.25;3.37;0.56;1.12;0.56;0;0;17.33;3.93
70082;70;Bouhans-lès-Montbozon;92;77;76;23;19;16;9;3;0;4;0;1;0;1;0;15;0;30.26;25;21.05;11.84;3.95;0;5.26;0;1.32;0;1.32;0;16.3;0
