insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
26001;26;Solaure-en-Diois;357;278;263;40;59;69;52;15;2;17;2;2;1;4;0;79;5;15.21;22.43;26.24;19.77;5.7;0.76;6.46;0.76;0.76;0.38;1.52;0;22.13;1.9
26002;26;Albon;1407;1161;1123;331;231;203;173;74;13;56;8;14;17;3;0;246;12;29.47;20.57;18.08;15.41;6.59;1.16;4.99;0.71;1.25;1.51;0.27;0;17.48;1.07
26003;26;Aleyrac;37;35;35;13;7;5;2;4;1;0;2;0;1;0;0;2;0;37.14;20;14.29;5.71;11.43;2.86;0;5.71;0;2.86;0;0;5.41;0
26004;26;Alixan;1906;1600;1565;430;195;417;285;107;22;60;22;12;9;6;0;306;11;27.48;12.46;26.65;18.21;6.84;1.41;3.83;1.41;0.77;0.58;0.38;0;16.05;0.7
26005;26;Allan;1339;1117;1078;292;141;244;235;59;20;53;4;19;10;1;0;222;7;27.09;13.08;22.63;21.8;5.47;1.86;4.92;0.37;1.76;0.93;0.09;0;16.58;0.65
26006;26;Allex;2150;1758;1704;401;338;367;312;102;24;112;23;14;9;2;0;392;11;23.53;19.84;21.54;18.31;5.99;1.41;6.57;1.35;0.82;0.53;0.12;0;18.23;0.65
26007;26;Ambonil;102;89;88;19;10;20;28;6;0;5;0;0;0;0;0;13;1;21.59;11.36;22.73;31.82;6.82;0;5.68;0;0;0;0;0;12.75;1.14
26008;26;Ancône;979;817;793;307;170;140;73;46;8;28;5;8;8;0;0;162;7;38.71;21.44;17.65;9.21;5.8;1.01;3.53;0.63;1.01;1.01;0;0;16.55;0.88
26009;26;Andancette;902;702;678;218;98;141;90;49;5;47;3;17;10;0;0;200;6;32.15;14.45;20.8;13.27;7.23;0.74;6.93;0.44;2.51;1.47;0;0;22.17;0.88
26010;26;Anneyron;2897;2408;2325;661;340;514;445;152;18;126;18;23;26;2;0;489;15;28.43;14.62;22.11;19.14;6.54;0.77;5.42;0.77;0.99;1.12;0.09;0;16.88;0.65
26011;26;Aouste-sur-Sye;1811;1496;1461;327;392;312;199;71;23;94;19;10;12;2;0;315;9;22.38;26.83;21.36;13.62;4.86;1.57;6.43;1.3;0.68;0.82;0.14;0;17.39;0.62
26012;26;Arnayon;31;19;19;2;3;7;5;1;0;1;0;0;0;0;0;12;0;10.53;15.79;36.84;26.32;5.26;0;5.26;0;0;0;0;0;38.71;0
26013;26;Arpavon;88;69;69;13;22;11;11;2;2;6;2;0;0;0;0;19;0;18.84;31.88;15.94;15.94;2.9;2.9;8.7;2.9;0;0;0;0;21.59;0
26014;26;Arthémonay;422;381;361;117;55;65;60;31;4;10;8;1;9;1;0;41;5;32.41;15.24;18.01;16.62;8.59;1.11;2.77;2.22;0.28;2.49;0.28;0;9.72;1.39
26015;26;Aubenasson;53;44;44;0;20;5;4;0;0;15;0;0;0;0;0;9;0;0;45.45;11.36;9.09;0;0;34.09;0;0;0;0;0;16.98;0
26016;26;Aubres;323;274;269;67;64;56;49;11;7;8;3;2;2;0;0;49;0;24.91;23.79;20.82;18.22;4.09;2.6;2.97;1.12;0.74;0.74;0;0;15.17;0
