insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
74001;74;Abondance;1165;932;909;229;80;141;301;82;19;21;17;12;5;2;0;233;5;25.19;8.8;15.51;33.11;9.02;2.09;2.31;1.87;1.32;0.55;0.22;0;20;0.55
74002;74;Alby-sur-Chéran;1572;1302;1274;313;269;314;161;96;11;75;13;11;6;5;0;270;8;24.57;21.11;24.65;12.64;7.54;0.86;5.89;1.02;0.86;0.47;0.39;0;17.18;0.63
74003;74;Alex;815;687;668;88;104;199;182;40;9;39;1;4;1;1;0;128;4;13.17;15.57;29.79;27.25;5.99;1.35;5.84;0.15;0.6;0.15;0.15;0;15.71;0.6
74004;74;Allèves;301;244;238;55;45;49;45;17;2;16;2;5;2;0;0;57;1;23.11;18.91;20.59;18.91;7.14;0.84;6.72;0.84;2.1;0.84;0;0;18.94;0.42
74005;74;Allinges;3448;2774;2693;569;392;693;604;156;28;168;36;34;9;4;0;674;16;21.13;14.56;25.73;22.43;5.79;1.04;6.24;1.34;1.26;0.33;0.15;0;19.55;0.59
74006;74;Allonzier-la-Caille;1239;1045;1012;203;187;237;227;78;7;55;7;5;5;1;0;194;9;20.06;18.48;23.42;22.43;7.71;0.69;5.43;0.69;0.49;0.49;0.1;0;15.66;0.89
74007;74;Amancy;1777;1505;1464;321;186;333;380;112;17;79;14;15;2;5;0;272;9;21.93;12.7;22.75;25.96;7.65;1.16;5.4;0.96;1.02;0.14;0.34;0;15.31;0.61
74008;74;Ambilly;3605;2408;2327;368;422;604;604;93;12;155;27;27;12;3;0;1197;22;15.81;18.13;25.96;25.96;4;0.52;6.66;1.16;1.16;0.52;0.13;0;33.2;0.95
74009;74;Andilly;611;498;483;46;72;144;139;44;10;15;3;7;2;1;0;113;1;9.52;14.91;29.81;28.78;9.11;2.07;3.11;0.62;1.45;0.41;0.21;0;18.49;0.21
74010;74;Annecy;81502;64593;63186;8866;11097;18123;15564;3101;520;4170;789;575;268;113;0;16909;360;14.03;17.56;28.68;24.63;4.91;0.82;6.6;1.25;0.91;0.42;0.18;0;20.75;0.57
74012;74;Annemasse;16715;11233;10991;1864;2456;2738;2093;432;77;814;274;137;68;38;0;5482;72;16.96;22.35;24.91;19.04;3.93;0.7;7.41;2.49;1.25;0.62;0.35;0;32.8;0.66
74013;74;Anthy-sur-Léman;1633;1355;1327;153;175;359;458;69;20;57;17;6;9;4;0;278;8;11.53;13.19;27.05;34.51;5.2;1.51;4.3;1.28;0.45;0.68;0.3;0;17.02;0.6
