insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
59001;59;Abancourt;358;316;311;94;43;57;67;20;6;13;3;3;4;1;0;42;0;30.23;13.83;18.33;21.54;6.43;1.93;4.18;0.96;0.96;1.29;0.32;0;11.73;0
59002;59;Abscon;2805;2248;2188;931;495;327;194;91;11;92;7;14;22;4;0;557;16;42.55;22.62;14.95;8.87;4.16;0.5;4.2;0.32;0.64;1.01;0.18;0;19.86;0.73
59003;59;Aibes;249;209;204;88;31;26;27;20;2;6;1;2;0;1;0;40;1;43.14;15.2;12.75;13.24;9.8;0.98;2.94;0.49;0.98;0;0.49;0;16.06;0.49
59004;59;Aix;877;803;791;177;93;177;246;45;8;36;2;5;2;0;0;74;2;22.38;11.76;22.38;31.1;5.69;1.01;4.55;0.25;0.63;0.25;0;0;8.44;0.25
59005;59;Allennes-les-Marais;2744;2309;2249;599;454;495;358;143;9;136;17;19;14;5;0;435;21;26.63;20.19;22.01;15.92;6.36;0.4;6.05;0.76;0.84;0.62;0.22;0;15.85;0.93
59006;59;Amfroipret;175;152;146;44;23;25;34;14;0;3;0;2;1;0;0;23;1;30.14;15.75;17.12;23.29;9.59;0;2.05;0;1.37;0.68;0;0;13.14;0.68
59007;59;Anhiers;626;539;529;228;136;80;42;17;5;9;5;6;1;0;0;87;1;43.1;25.71;15.12;7.94;3.21;0.95;1.7;0.95;1.13;0.19;0;0;13.9;0.19
59008;59;Aniche;6791;4762;4660;1930;1260;583;320;187;20;211;30;51;60;8;0;2029;33;41.42;27.04;12.51;6.87;4.01;0.43;4.53;0.64;1.09;1.29;0.17;0;29.88;0.71
59009;59;Villeneuve-d'Ascq;39182;30770;30143;4584;8385;7817;4887;983;145;2530;339;257;165;51;0;8412;196;15.21;27.82;25.93;16.21;3.26;0.48;8.39;1.12;0.85;0.55;0.17;0;21.47;0.65
59010;59;Anneux;197;173;165;59;31;33;26;7;0;5;1;2;1;0;0;24;0;35.76;18.79;20;15.76;4.24;0;3.03;0.61;1.21;0.61;0;0;12.18;0
59011;59;Annoeullin;7410;5818;5599;1829;1015;1186;778;276;28;354;41;50;32;10;0;1592;0;32.67;18.13;21.18;13.9;4.93;0.5;6.32;0.73;0.89;0.57;0.18;0;21.48;0
59012;59;Anor;2294;1670;1621;606;333;279;163;87;13;85;9;23;22;1;0;624;10;37.38;20.54;17.21;10.06;5.37;0.8;5.24;0.56;1.42;1.36;0.06;0;27.2;0.62
59013;59;Anstaing;1113;950;925;165;220;225;184;39;8;67;2;2;11;2;0;163;8;17.84;23.78;24.32;19.89;4.22;0.86;7.24;0.22;0.22;1.19;0.22;0;14.65;0.86
59014;59;Anzin;8649;5927;5790;2290;1434;885;444;205;34;322;32;72;60;12;0;2722;46;39.55;24.77;15.28;7.67;3.54;0.59;5.56;0.55;1.24;1.04;0.21;0;31.47;0.79
59015;59;Arleux;2291;1885;1838;813;317;252;230;114;13;52;8;13;23;3;0;406;18;44.23;17.25;13.71;12.51;6.2;0.71;2.83;0.44;0.71;1.25;0.16;0;17.72;0.98
59016;59;Armbouts-Cappel;1854;1617;1570;541;295;308;219;96;10;63;3;16;15;4;0;237;6;34.46;18.79;19.62;13.95;6.11;0.64;4.01;0.19;1.02;0.96;0.25;0;12.78;0.38
59017;59;Armentières;17127;12161;11857;3442;2877;2265;1381;483;69;947;105;135;128;25;0;4966;87;29.03;24.26;19.1;11.65;4.07;0.58;7.99;0.89;1.14;1.08;0.21;0;29;0.73
59018;59;Arnèke;1167;1006;984;267;169;192;223;63;12;39;5;8;6;0;0;161;6;27.13;17.17;19.51;22.66;6.4;1.22;3.96;0.51;0.81;0.61;0;0;13.8;0.61
59019;59;Artres;741;623;611;186;101;140;99;39;7;24;6;4;4;1;0;118;3;30.44;16.53;22.91;16.2;6.38;1.15;3.93;0.98;0.65;0.65;0.16;0;15.92;0.49
59021;59;Assevent;1302;1079;1045;441;188;195;103;53;6;36;3;9;7;4;0;223;6;42.2;17.99;18.66;9.86;5.07;0.57;3.44;0.29;0.86;0.67;0.38;0;17.13;0.57
59022;59;Attiches;1862;1570;1541;441;242;336;304;80;8;85;17;16;7;5;0;292;8;28.62;15.7;21.8;19.73;5.19;0.52;5.52;1.1;1.04;0.45;0.32;0;15.68;0.52
59023;59;Aubencheul-au-Bac;421;357;341;125;54;47;57;36;0;12;5;0;4;1;0;64;5;36.66;15.84;13.78;16.72;10.56;0;3.52;1.47;0;1.17;0.29;0;15.2;1.47
59024;59;Auberchicourt;3241;2532;2455;940;536;419;209;111;9;168;8;26;29;0;0;709;0;38.29;21.83;17.07;8.51;4.52;0.37;6.84;0.33;1.06;1.18;0;0;21.88;0
59025;59;Aubers;1385;1164;1146;223;121;270;361;72;17;54;11;9;7;1;0;221;4;19.46;10.56;23.56;31.5;6.28;1.48;4.71;0.96;0.79;0.61;0.09;0;15.96;0.35
59026;59;Aubigny-au-Bac;886;738;718;336;104;101;79;50;7;29;4;1;4;3;0;148;5;46.8;14.48;14.07;11;6.96;0.97;4.04;0.56;0.14;0.56;0.42;0;16.7;0.7
59027;59;Aubry-du-Hainaut;1267;1073;1042;285;160;241;218;61;10;37;7;10;11;2;0;194;5;27.35;15.36;23.13;20.92;5.85;0.96;3.55;0.67;0.96;1.06;0.19;0;15.31;0.48
59028;59;Auby;4991;3884;3797;1417;1273;467;209;91;18;200;41;43;33;5;0;1107;29;37.32;33.53;12.3;5.5;2.4;0.47;5.27;1.08;1.13;0.87;0.13;0;22.18;0.76
59029;59;Auchy-lez-Orchies;1030;918;900;208;129;181;268;56;5;31;8;4;8;2;0;112;3;23.11;14.33;20.11;29.78;6.22;0.56;3.44;0.89;0.44;0.89;0.22;0;10.87;0.33
59031;59;Audignies;298;241;238;95;35;35;57;6;2;4;1;1;2;0;0;57;0;39.92;14.71;14.71;23.95;2.52;0.84;1.68;0.42;0.42;0.84;0;0;19.13;0
59032;59;Aulnoy-lez-Valenciennes;4741;3611;3520;1197;798;657;389;155;15;211;23;35;33;7;0;1130;28;34.01;22.67;18.66;11.05;4.4;0.43;5.99;0.65;0.99;0.94;0.2;0;23.83;0.8
59033;59;Aulnoye-Aymeries;6691;4672;4540;1532;1432;638;408;159;25;199;39;55;47;6;0;2019;52;33.74;31.54;14.05;8.99;3.5;0.55;4.38;0.86;1.21;1.04;0.13;0;30.17;1.15
59034;59;Avelin;2182;1838;1808;391;198;454;524;109;12;101;6;8;5;0;0;344;12;21.63;10.95;25.11;28.98;6.03;0.66;5.59;0.33;0.44;0.28;0;0;15.77;0.66
