insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
69001;69;Affoux;259;230;227;75;24;46;46;15;6;7;3;4;1;0;0;29;3;33.04;10.57;20.26;20.26;6.61;2.64;3.08;1.32;1.76;0.44;0;0;11.2;1.32
69002;69;Aigueperse;224;177;170;50;15;34;48;13;1;5;0;3;0;1;0;47;3;29.41;8.82;20;28.24;7.65;0.59;2.94;0;1.76;0;0.59;0;20.98;1.76
69003;69;Albigny-sur-Saône;1665;1348;1320;239;203;338;343;73;10;83;10;15;4;2;0;317;4;18.11;15.38;25.61;25.98;5.53;0.76;6.29;0.76;1.14;0.3;0.15;0;19.04;0.3
69004;69;Alix;455;373;360;88;48;96;60;29;3;24;8;0;3;1;0;82;2;24.44;13.33;26.67;16.67;8.06;0.83;6.67;2.22;0;0.83;0.28;0;18.02;0.56
69005;69;Ambérieux;420;357;342;126;31;64;79;19;4;11;3;4;1;0;0;63;7;36.84;9.06;18.71;23.1;5.56;1.17;3.22;0.88;1.17;0.29;0;0;15;2.05
69006;69;Amplepuis;3591;2849;2763;767;455;545;570;186;31;128;17;26;32;6;0;742;36;27.76;16.47;19.72;20.63;6.73;1.12;4.63;0.62;0.94;1.16;0.22;0;20.66;1.3
69007;69;Ampuis;1994;1684;1636;462;179;378;349;121;31;62;14;21;12;7;0;310;12;28.24;10.94;23.11;21.33;7.4;1.89;3.79;0.86;1.28;0.73;0.43;0;15.55;0.73
69008;69;Ancy;466;411;398;95;51;70;114;33;2;26;4;1;1;1;0;55;3;23.87;12.81;17.59;28.64;8.29;0.5;6.53;1.01;0.25;0.25;0.25;0;11.8;0.75
69009;69;Anse;4571;3703;3627;756;603;958;775;200;34;212;33;38;9;9;0;868;20;20.84;16.63;26.41;21.37;5.51;0.94;5.85;0.91;1.05;0.25;0.25;0;18.99;0.55
69010;69;L'Arbresle;4131;3230;3141;564;715;808;487;211;38;233;31;28;21;5;0;901;17;17.96;22.76;25.72;15.5;6.72;1.21;7.42;0.99;0.89;0.67;0.16;0;21.81;0.54
69012;69;Les Ardillats;508;437;423;126;60;82;89;28;2;27;1;6;1;1;0;71;0;29.79;14.18;19.39;21.04;6.62;0.47;6.38;0.24;1.42;0.24;0.24;0;13.98;0
69013;69;Arnas;2644;2091;2036;589;286;413;484;115;15;98;14;10;9;3;0;553;8;28.93;14.05;20.28;23.77;5.65;0.74;4.81;0.69;0.49;0.44;0.15;0;20.92;0.39
69014;69;Aveize;786;670;662;159;82;145;121;84;5;48;8;0;9;1;0;116;3;24.02;12.39;21.9;18.28;12.69;0.76;7.25;1.21;0;1.36;0.15;0;14.76;0.45
69015;69;Avenas;115;98;95;5;30;19;25;7;1;1;3;3;1;0;0;17;0;5.26;31.58;20;26.32;7.37;1.05;1.05;3.16;3.16;1.05;0;0;14.78;0
69016;69;Azolette;128;110;105;29;10;21;25;12;2;1;3;2;0;0;0;18;0;27.62;9.52;20;23.81;11.43;1.9;0.95;2.86;1.9;0;0;0;14.06;0
69017;69;Bagnols;589;473;464;98;68;100;113;36;7;28;2;6;5;1;0;116;2;21.12;14.66;21.55;24.35;7.76;1.51;6.03;0.43;1.29;1.08;0.22;0;19.69;0.43
69018;69;Beaujeu;1331;1010;983;256;117;212;252;76;15;37;6;6;6;0;0;321;4;26.04;11.9;21.57;25.64;7.73;1.53;3.76;0.61;0.61;0.61;0;0;24.12;0.41
