insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
47001;47;Agen;18008;13609;13276;2386;2867;3177;2656;487;334;981;144;159;63;22;0;4399;97;17.97;21.6;23.93;20.01;3.67;2.52;7.39;1.08;1.2;0.47;0.17;0;24.43;0.73
47002;47;Agmé;92;83;81;24;10;6;31;1;2;7;0;0;0;0;0;9;2;29.63;12.35;7.41;38.27;1.23;2.47;8.64;0;0;0;0;0;9.78;2.47
47003;47;Agnac;291;242;235;54;49;39;54;12;5;14;1;4;3;0;0;49;3;22.98;20.85;16.6;22.98;5.11;2.13;5.96;0.43;1.7;1.28;0;0;16.84;1.28
47004;47;Aiguillon;2778;2128;2065;506;477;378;406;92;49;106;7;32;10;2;0;650;20;24.5;23.1;18.31;19.66;4.46;2.37;5.13;0.34;1.55;0.48;0.1;0;23.4;0.97
47005;47;Allemans-du-Dropt;362;325;314;61;47;70;73;21;11;19;1;7;4;0;0;37;3;19.43;14.97;22.29;23.25;6.69;3.5;6.05;0.32;2.23;1.27;0;0;10.22;0.96
47006;47;Allez-et-Cazeneuve;421;362;355;85;74;76;63;10;27;6;3;7;1;3;0;59;0;23.94;20.85;21.41;17.75;2.82;7.61;1.69;0.85;1.97;0.28;0.85;0;14.01;0
47007;47;Allons;162;145;142;25;35;25;27;8;8;12;1;1;0;0;0;17;1;17.61;24.65;17.61;19.01;5.63;5.63;8.45;0.7;0.7;0;0;0;10.49;0.7
47008;47;Ambrus;88;78;77;16;24;11;9;4;4;5;0;2;1;1;0;10;1;20.78;31.17;14.29;11.69;5.19;5.19;6.49;0;2.6;1.3;1.3;0;11.36;1.3
47009;47;Andiran;197;162;153;33;26;29;43;2;8;8;2;2;0;0;0;35;4;21.57;16.99;18.95;28.1;1.31;5.23;5.23;1.31;1.31;0;0;0;17.77;2.61
47010;47;Antagnac;170;145;137;32;30;22;19;11;5;12;1;5;0;0;0;25;1;23.36;21.9;16.06;13.87;8.03;3.65;8.76;0.73;3.65;0;0;0;14.71;0.73
47011;47;Anthé;140;112;109;31;19;20;12;8;5;9;1;3;1;0;0;28;2;28.44;17.43;18.35;11.01;7.34;4.59;8.26;0.92;2.75;0.92;0;0;20;1.83
47012;47;Anzex;239;199;196;49;23;40;38;15;6;18;5;2;0;0;0;40;1;25;11.73;20.41;19.39;7.65;3.06;9.18;2.55;1.02;0;0;0;16.74;0.51
47013;47;Argenton;269;219;213;71;42;34;31;17;3;8;3;1;2;1;0;50;2;33.33;19.72;15.96;14.55;7.98;1.41;3.76;1.41;0.47;0.94;0.47;0;18.59;0.94
47014;47;Armillac;154;119;118;38;25;18;21;6;2;6;0;1;1;0;0;35;0;32.2;21.19;15.25;17.8;5.08;1.69;5.08;0;0.85;0.85;0;0;22.73;0
