insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
60001;60;Abancourt;434;368;359;183;29;40;70;29;2;3;0;2;1;0;0;66;0;50.97;8.08;11.14;19.5;8.08;0.56;0.84;0;0.56;0.28;0;0;15.21;0
60002;60;Abbecourt;640;516;510;160;92;101;94;17;6;21;9;5;5;0;0;124;0;31.37;18.04;19.8;18.43;3.33;1.18;4.12;1.76;0.98;0.98;0;0;19.38;0
60003;60;Abbeville-Saint-Lucien;429;373;360;128;48;69;63;25;0;18;5;1;3;0;0;56;1;35.56;13.33;19.17;17.5;6.94;0;5;1.39;0.28;0.83;0;0;13.05;0.28
60004;60;Achy;288;259;250;85;36;43;51;21;1;9;0;1;2;1;0;29;1;34;14.4;17.2;20.4;8.4;0.4;3.6;0;0.4;0.8;0.4;0;10.07;0.4
60005;60;Acy-en-Multien;593;437;433;156;83;60;68;25;1;20;4;9;3;4;0;156;2;36.03;19.17;13.86;15.7;5.77;0.23;4.62;0.92;2.08;0.69;0.92;0;26.31;0.46
60006;60;Les Ageux;899;708;682;215;150;117;115;32;2;26;4;9;11;1;0;191;4;31.52;21.99;17.16;16.86;4.69;0.29;3.81;0.59;1.32;1.61;0.15;0;21.25;0.59
60007;60;Agnetz;2422;2055;2006;566;331;448;390;123;17;79;18;15;16;3;0;367;7;28.22;16.5;22.33;19.44;6.13;0.85;3.94;0.9;0.75;0.8;0.15;0;15.15;0.35
60008;60;Airion;320;272;261;75;48;50;49;20;3;12;1;1;2;0;0;48;1;28.74;18.39;19.16;18.77;7.66;1.15;4.6;0.38;0.38;0.77;0;0;15;0.38
60009;60;Allonne;1187;985;959;259;153;205;226;52;6;37;7;7;4;3;0;202;10;27.01;15.95;21.38;23.57;5.42;0.63;3.86;0.73;0.73;0.42;0.31;0;17.02;1.04
60010;60;Amblainville;1240;1027;992;348;169;182;144;87;7;33;9;6;7;0;0;213;10;35.08;17.04;18.35;14.52;8.77;0.71;3.33;0.91;0.6;0.71;0;0;17.18;1.01
60011;60;Amy;274;216;210;91;29;23;38;16;0;6;2;3;2;0;0;58;1;43.33;13.81;10.95;18.1;7.62;0;2.86;0.95;1.43;0.95;0;0;21.17;0.48
60012;60;Andeville;2382;1897;1846;644;348;372;209;121;18;86;18;11;13;6;0;485;16;34.89;18.85;20.15;11.32;6.55;0.98;4.66;0.98;0.6;0.7;0.33;0;20.36;0.87
60013;60;Angicourt;1114;913;888;292;141;183;154;63;9;26;6;6;8;0;0;201;4;32.88;15.88;20.61;17.34;7.09;1.01;2.93;0.68;0.68;0.9;0;0;18.04;0.45
60014;60;Angivillers;137;120;115;40;25;22;19;3;0;5;0;1;0;0;0;17;1;34.78;21.74;19.13;16.52;2.61;0;4.35;0;0.87;0;0;0;12.41;0.87
60015;60;Angy;883;745;733;292;108;106;128;41;6;30;7;12;3;0;0;138;3;39.84;14.73;14.46;17.46;5.59;0.82;4.09;0.95;1.64;0.41;0;0;15.63;0.41
60016;60;Ansacq;210;186;179;60;34;27;38;5;0;8;1;5;1;0;0;24;4;33.52;18.99;15.08;21.23;2.79;0;4.47;0.56;2.79;0.56;0;0;11.43;2.23
