insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
38001;38;Les Abrets en Dauphiné;4277;3373;3274;1131;511;635;515;202;32;149;38;39;18;4;0;904;26;34.54;15.61;19.4;15.73;6.17;0.98;4.55;1.16;1.19;0.55;0.12;0;21.14;0.79
38002;38;Les Adrets;779;673;662;110;173;166;95;35;10;56;7;7;0;3;0;106;3;16.62;26.13;25.08;14.35;5.29;1.51;8.46;1.06;1.06;0;0.45;0;13.61;0.45
38003;38;Agnin;770;652;641;199;132;103;127;42;4;18;6;2;7;1;0;118;2;31.05;20.59;16.07;19.81;6.55;0.62;2.81;0.94;0.31;1.09;0.16;0;15.32;0.31
38004;38;L'Albenc;913;746;723;199;166;142;91;51;10;45;6;8;4;1;0;167;6;27.52;22.96;19.64;12.59;7.05;1.38;6.22;0.83;1.11;0.55;0.14;0;18.29;0.83
38005;38;Allemont;918;716;693;151;133;175;130;37;9;48;5;4;1;0;0;202;2;21.79;19.19;25.25;18.76;5.34;1.3;6.93;0.72;0.58;0.14;0;0;22;0.29
38006;38;Allevard;2969;2308;2250;442;575;507;351;132;27;146;31;27;10;2;0;661;13;19.64;25.56;22.53;15.6;5.87;1.2;6.49;1.38;1.2;0.44;0.09;0;22.26;0.58
38008;38;Ambel;37;34;34;10;3;12;3;1;2;3;0;0;0;0;0;3;0;29.41;8.82;35.29;8.82;2.94;5.88;8.82;0;0;0;0;0;8.11;0
38009;38;Anjou;735;579;561;141;96;123;101;36;8;30;7;14;4;1;0;156;2;25.13;17.11;21.93;18;6.42;1.43;5.35;1.25;2.5;0.71;0.18;0;21.22;0.36
38010;38;Annoisin-Chatelans;494;424;399;112;67;82;72;30;8;21;4;2;1;0;0;70;2;28.07;16.79;20.55;18.05;7.52;2.01;5.26;1;0.5;0.25;0;0;14.17;0.5
38011;38;Anthon;797;652;634;189;89;134;115;49;4;32;3;12;4;3;0;145;2;29.81;14.04;21.14;18.14;7.73;0.63;5.05;0.47;1.89;0.63;0.47;0;18.19;0.32
