dep,insee,nb_inscrits,nb_votants,nb_exprimes,nbvoix_1,nbvoix_2,participation,voix_1,voix_2,com
70,70001,269,212,207,39,80,78.81,18.84,38.65,Abelcourt
70,70002,185,157,154,28,45,84.86,18.18,29.22,Aboncourt-Gesincourt
70,70003,66,58,58,8,29,87.88,13.79,50.00,Achey
70,70004,239,210,203,21,83,87.87,10.34,40.89,Adelans-et-le-Val-de-Bithaine
70,70005,99,80,76,14,23,80.81,18.42,30.26,Aillevans
70,70006,1117,897,866,137,334,80.3,15.82,38.57,Aillevillers-et-Lyaumont
70,70007,226,179,170,34,62,79.2,20.00,36.47,Ailloncourt
70,70008,155,126,122,15,50,81.29,12.30,40.98,Ainvelle
70,70009,87,78,75,10,21,89.66,13.33,28.00,Aisey-et-Richecourt
70,70010,80,70,64,9,26,87.5,14.06,40.63,Alaincourt
70,70011,277,246,239,66,72,88.81,27.62,30.13,Amage
70,70012,480,402,384,88,128,83.75,22.92,33.33,Amance
70,70013,70,50,48,6,14,71.43,12.50,29.17,Ambiévillers
70,70014,280,245,233,62,74,87.5,26.61,31.76,Amblans-et-Velotte
70,70015,241,187,184,42,74,77.59,22.83,40.22,Amoncourt
70,70016,161,135,129,25,32,83.85,19.38,24.81,Amont-et-Effreney
70,70017,190,160,155,26,63,84.21,16.77,40.65,Anchenoncourt-et-Chazel
70,70018,352,311,304,55,108,88.35,18.09,35.53,Ancier
70,70019,134,120,117,24,30,89.55,20.51,25.64,Andelarre
70,70020,161,136,128,33,47,84.47,25.78,36.72,Andelarrot
70,70021,148,120,117,16,38,81.08,13.68,32.48,Andornay
70,70022,112,94,91,9,18,83.93,9.89,19.78,Angirey
70,70023,139,118,117,30,47,84.89,25.64,40.17,Anjeux
70,70024,375,328,319,64,124,87.47,20.06,38.87,Apremont
70,70025,210,162,160,22,60,77.14,13.75,37.50,Arbecey
70,70026,1898,1489,1441,321,423,78.45,22.28,29.35,Arc-lès-Gray
70,70027,64,52,50,10,15,81.25,20.00,30.00,Argillières
70,70028,138,120,120,25,24,86.96,20.83,20.00,Aroz
70,70029,178,137,136,23,52,76.97,16.91,38.24,Arpenans
70,70030,39,33,32,4,12,84.62,12.50,37.50,Arsans
70,70031,511,411,399,68,120,80.43,17.04,30.08,Athesans-Etroitefontaine
70,70032,34,27,27,2,9,79.41,7.41,33.33,Attricourt
70,70035,126,99,94,17,25,78.57,18.09,26.60,Augicourt
70,70036,121,90,81,15,35,74.38,18.52,43.21,Aulx-lès-Cromary
70,70037,230,179,175,31,43,77.83,17.71,24.57,Autet
70,70038,255,213,204,38,61,83.53,18.63,29.90,Authoison
70,70039,245,211,206,31,88,86.12,15.05,42.72,Autoreille
70,70040,182,155,148,29,42,85.16,19.59,28.38,Autrey-lès-Cerre
70,70041,320,248,239,46,84,77.5,19.25,35.15,Autrey-lès-Gray
70,70042,67,62,62,18,21,92.54,29.03,33.87,Autrey-le-Vay
70,70043,237,179,175,31,68,75.53,17.71,38.86,Auvet-et-la-Chapelotte
70,70044,335,291,285,61,89,86.87,21.40,31.23,Auxon
70,70045,339,287,282,54,87,84.66,19.15,30.85,Avrigney-Virey
70,70046,278,233,219,38,79,83.81,17.35,36.07,Les Aynans
70,70047,80,66,63,6,18,82.5,9.52,28.57,Baignes
70,70048,126,104,104,22,32,82.54,21.15,30.77,Bard-lès-Pesmes
70,70049,78,61,57,6,23,78.21,10.53,40.35,Barges
70,70050,89,79,77,14,24,88.76,18.18,31.17,La Barre
70,70051,41,33,32,2,16,80.49,6.25,50.00,La Basse-Vaivre
70,70052,123,102,99,13,38,82.93,13.13,38.38,Bassigney
70,70053,78,57,57,11,20,73.08,19.30,35.09,Les Bâties
70,70054,195,171,162,34,39,87.69,20.99,24.07,Battrans
70,70055,452,336,328,53,154,74.34,16.16,46.95,Baudoncourt
70,70056,261,203,197,46,80,77.78,23.35,40.61,Baulay
70,70057,90,86,82,8,30,95.56,9.76,36.59,Bay
70,70058,676,530,514,98,207,78.4,19.07,40.27,Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur
70,70059,370,305,291,42,80,82.43,14.43,27.49,Beaumotte-Aubertans
70,70060,237,213,205,36,54,89.87,17.56,26.34,Beaumotte-lès-Pin
70,70061,92,75,71,13,18,81.52,18.31,25.35,Belfahy
70,70062,120,107,107,15,29,89.17,14.02,27.10,Belmont
70,70063,182,152,151,33,57,83.52,21.85,37.75,Belonchamp
70,70064,119,94,90,11,33,78.99,12.22,36.67,Belverne
70,70065,59,50,49,11,29,84.75,22.45,59.18,Besnans
70,70066,115,99,88,15,24,86.09,17.05,27.27,Betaucourt
70,70067,67,61,59,6,17,91.04,10.17,28.81,Betoncourt-lès-Brotte
70,70069,55,44,43,8,17,80,18.60,39.53,Betoncourt-Saint-Pancras
70,70070,38,27,27,2,5,71.05,7.41,18.52,Betoncourt-sur-Mance
70,70071,56,43,43,9,11,76.79,20.93,25.58,Beulotte-Saint-Laurent
70,70072,59,51,51,10,19,86.44,19.61,37.25,Beveuge
70,70074,223,187,181,27,62,83.86,14.92,34.25,Blondefontaine
70,70075,151,123,119,24,46,81.46,20.17,38.66,Bonboillon
70,70076,257,223,219,48,52,86.77,21.92,23.74,Bonnevent-Velloreille
70,70077,202,157,153,27,39,77.72,17.65,25.49,Borey
70,70078,76,70,68,12,18,92.11,17.65,26.47,Bougey
70,70079,388,342,335,59,101,88.14,17.61,30.15,Bougnon
