insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
06001;06;Aiglun;111;79;76;21;13;12;20;1;5;0;1;2;0;1;0;32;1;27.63;17.11;15.79;26.32;1.32;6.58;0;1.32;2.63;0;1.32;0;28.83;1.32
06002;06;Amirat;56;44;44;19;12;4;5;0;0;1;0;1;1;1;0;12;0;43.18;27.27;9.09;11.36;0;0;2.27;0;2.27;2.27;2.27;0;21.43;0
06003;06;Andon;485;394;384;149;45;42;95;20;11;12;4;4;2;0;0;91;2;38.8;11.72;10.94;24.74;5.21;2.86;3.13;1.04;1.04;0.52;0;0;18.76;0.52
06004;06;Antibes;52545;42315;41466;9946;5411;8529;13107;1822;306;1477;429;245;114;80;0;10230;118;23.99;13.05;20.57;31.61;4.39;0.74;3.56;1.03;0.59;0.27;0.19;0;19.47;0.28
06005;06;Ascros;234;171;169;38;37;27;39;13;1;3;6;5;0;0;0;63;1;22.49;21.89;15.98;23.08;7.69;0.59;1.78;3.55;2.96;0;0;0;26.92;0.59
06006;06;Aspremont;1872;1509;1481;406;206;305;421;68;14;41;11;7;1;1;0;363;10;27.41;13.91;20.59;28.43;4.59;0.95;2.77;0.74;0.47;0.07;0.07;0;19.39;0.68
06007;06;Auribeau-sur-Siagne;2455;2055;2026;682;252;348;530;106;11;62;15;13;6;1;0;400;4;33.66;12.44;17.18;26.16;5.23;0.54;3.06;0.74;0.64;0.3;0.05;0;16.29;0.2
06008;06;Auvare;42;36;34;14;6;4;4;1;0;3;2;0;0;0;0;6;1;41.18;17.65;11.76;11.76;2.94;0;8.82;5.88;0;0;0;0;14.29;2.94
06009;06;Bairols;90;65;65;20;12;17;6;4;1;3;0;2;0;0;0;25;0;30.77;18.46;26.15;9.23;6.15;1.54;4.62;0;3.08;0;0;0;27.78;0
06010;06;Le Bar-sur-Loup;2223;1726;1689;398;350;363;329;75;17;110;17;26;4;0;0;497;11;23.56;20.72;21.49;19.48;4.44;1.01;6.51;1.01;1.54;0.24;0;0;22.36;0.65
06011;06;Beaulieu-sur-Mer;2775;2263;2220;663;194;362;794;75;23;58;32;9;6;4;0;512;12;29.86;8.74;16.31;35.77;3.38;1.04;2.61;1.44;0.41;0.27;0.18;0;18.45;0.54
06012;06;Beausoleil;7264;4831;4744;1320;654;886;1376;220;36;145;55;28;15;9;0;2433;24;27.82;13.79;18.68;29.01;4.64;0.76;3.06;1.16;0.59;0.32;0.19;0;33.49;0.51
06013;06;Belvédère;785;634;616;205;140;90;111;31;9;22;2;2;3;1;0;151;6;33.28;22.73;14.61;18.02;5.03;1.46;3.57;0.32;0.32;0.49;0.16;0;19.24;0.97
06014;06;Bendejun;754;628;613;269;130;74;70;37;4;15;9;2;3;0;0;126;1;43.88;21.21;12.07;11.42;6.04;0.65;2.45;1.47;0.33;0.49;0;0;16.71;0.16
06015;06;Berre-les-Alpes;1113;919;903;376;155;119;161;38;5;24;13;7;4;1;0;194;5;41.64;17.17;13.18;17.83;4.21;0.55;2.66;1.44;0.78;0.44;0.11;0;17.43;0.55
06016;06;Beuil;495;411;404;116;45;72;114;14;16;14;6;5;1;1;0;84;2;28.71;11.14;17.82;28.22;3.47;3.96;3.47;1.49;1.24;0.25;0.25;0;16.97;0.5
06017;06;Bézaudun-les-Alpes;243;186;179;74;23;28;33;10;2;3;2;1;2;1;0;57;1;41.34;12.85;15.64;18.44;5.59;1.12;1.68;1.12;0.56;1.12;0.56;0;23.46;0.56
06018;06;Biot;6942;5803;5726;1077;739;1409;1807;257;47;266;68;31;11;14;0;1139;16;18.81;12.91;24.61;31.56;4.49;0.82;4.65;1.19;0.54;0.19;0.24;0;16.41;0.28
06019;06;Blausasc;1467;1231;1212;546;181;171;207;59;8;19;15;5;1;0;0;236;6;45.05;14.93;14.11;17.08;4.87;0.66;1.57;1.24;0.41;0.08;0;0;16.09;0.5
06020;06;La Bollène-Vésubie;589;498;490;160;71;91;122;16;10;12;4;3;0;1;0;91;3;32.65;14.49;18.57;24.9;3.27;2.04;2.45;0.82;0.61;0;0.2;0;15.45;0.61
06021;06;Bonson;702;586;567;229;100;80;86;31;7;24;5;3;1;1;0;116;4;40.39;17.64;14.11;15.17;5.47;1.23;4.23;0.88;0.53;0.18;0.18;0;16.52;0.71
06022;06;Bouyon;447;374;364;122;62;47;88;19;7;7;6;2;2;2;0;73;1;33.52;17.03;12.91;24.18;5.22;1.92;1.92;1.65;0.55;0.55;0.55;0;16.33;0.27
06023;06;Breil-sur-Roya;1961;1486;1449;428;385;226;213;68;28;64;20;8;4;5;0;475;9;29.54;26.57;15.6;14.7;4.69;1.93;4.42;1.38;0.55;0.28;0.35;0;24.22;0.62
