insee;dep;nom;nb_inscrits;nb_votants;nb_exprimes;nb_voix1;nb_voix2;nb_voix3;nb_voix4;nb_voix5;nb_voix6;nb_voix7;nb_voix8;nb_voix9;nb_voix10;nb_voix11;nb_voix12;nb_voix13;nb_voix14;voix_1;voix_2;voix_3;voix_4;voix_5;voix_6;voix_7;voix_8;voix_9;voix_10;voix_11;voix_12;voix_13;voix_14
15001;15;Allanche;741;575;556;101;102;118;141;20;20;32;4;6;10;2;0;166;5;18.17;18.35;21.22;25.36;3.6;3.6;5.76;0.72;1.08;1.8;0.36;0;22.4;0.9
15002;15;Alleuze;206;169;164;42;12;34;47;8;8;5;2;4;2;0;0;37;1;25.61;7.32;20.73;28.66;4.88;4.88;3.05;1.22;2.44;1.22;0;0;17.96;0.61
15003;15;Ally;597;454;446;72;74;113;127;16;15;11;5;5;6;2;0;143;5;16.14;16.59;25.34;28.48;3.59;3.36;2.47;1.12;1.12;1.35;0.45;0;23.95;1.12
15004;15;Andelat;384;296;290;61;41;80;51;21;13;13;0;6;2;2;0;88;0;21.03;14.14;27.59;17.59;7.24;4.48;4.48;0;2.07;0.69;0.69;0;22.92;0
15005;15;Anglards-de-Saint-Flour;293;249;244;52;39;67;51;11;8;12;2;1;1;0;0;44;2;21.31;15.98;27.46;20.9;4.51;3.28;4.92;0.82;0.41;0.41;0;0;15.02;0.82
15006;15;Anglards-de-Salers;645;508;503;86;60;123;165;21;17;22;1;5;2;1;0;137;3;17.1;11.93;24.45;32.8;4.17;3.38;4.37;0.2;0.99;0.4;0.2;0;21.24;0.6
15007;15;Anterrieux;116;97;96;13;9;17;44;5;3;3;1;1;0;0;0;19;1;13.54;9.38;17.71;45.83;5.21;3.13;3.13;1.04;1.04;0;0;0;16.38;1.04
15008;15;Antignac;236;193;180;23;40;38;44;11;7;11;1;4;1;0;0;43;1;12.78;22.22;21.11;24.44;6.11;3.89;6.11;0.56;2.22;0.56;0;0;18.22;0.56
15009;15;Apchon;211;170;168;24;24;38;45;6;5;18;2;3;2;1;0;41;0;14.29;14.29;22.62;26.79;3.57;2.98;10.71;1.19;1.79;1.19;0.6;0;19.43;0
15010;15;Arches;174;145;139;31;30;34;15;4;6;12;0;5;1;1;0;29;2;22.3;21.58;24.46;10.79;2.88;4.32;8.63;0;3.6;0.72;0.72;0;16.67;1.44
15011;15;Arnac;182;156;154;25;31;35;36;9;7;8;0;1;1;1;0;26;2;16.23;20.13;22.73;23.38;5.84;4.55;5.19;0;0.65;0.65;0.65;0;14.29;1.3
15012;15;Arpajon-sur-Cère;4962;4136;4001;697;660;1267;809;170;78;219;23;44;29;5;0;826;42;17.42;16.5;31.67;20.22;4.25;1.95;5.47;0.57;1.1;0.72;0.12;0;16.65;1.05
15013;15;Auriac-l'Eglise;184;158;153;34;13;46;38;7;4;7;0;3;1;0;0;26;0;22.22;8.5;30.07;24.84;4.58;2.61;4.58;0;1.96;0.65;0;0;14.13;0
15014;15;Aurillac;17485;13524;13120;1762;2620;4180;2524;433;227;1002;97;159;89;27;0;3961;143;13.43;19.97;31.86;19.24;3.3;1.73;7.64;0.74;1.21;0.68;0.21;0;22.65;1.09
15015;15;Auzers;187;144;141;13;20;40;40;11;5;8;0;3;0;1;0;43;2;9.22;14.18;28.37;28.37;7.8;3.55;5.67;0;2.13;0;0.71;0;22.99;1.42
15016;15;Ayrens;489;399;387;97;58;99;67;26;10;22;0;6;1;1;0;90;2;25.06;14.99;25.58;17.31;6.72;2.58;5.68;0;1.55;0.26;0.26;0;18.4;0.52
15017;15;Badailhac;122;98;96;35;2;23;25;4;4;1;1;0;0;1;0;24;0;36.46;2.08;23.96;26.04;4.17;4.17;1.04;1.04;0;0;1.04;0;19.67;0
15018;15;Barriac-les-Bosquets;104;80;79;14;10;15;29;1;6;3;0;0;0;1;0;24;0;17.72;12.66;18.99;36.71;1.27;7.59;3.8;0;0;0;1.27;0;23.08;0
15019;15;Bassignac;210;176;174;25;52;41;30;7;4;12;1;1;1;0;0;34;2;14.37;29.89;23.56;17.24;4.02;2.3;6.9;0.57;0.57;0.57;0;0;16.19;1.15
15020;15;Beaulieu;83;61;53;5;4;11;22;1;1;8;0;1;0;0;0;22;3;9.43;7.55;20.75;41.51;1.89;1.89;15.09;0;1.89;0;0;0;26.51;5.66
15021;15;Boisset;524;439;419;59;62;115;127;20;11;16;2;6;0;1;0;85;6;14.08;14.8;27.45;30.31;4.77;2.63;3.82;0.48;1.43;0;0.24;0;16.22;1.43
